X,frankfurt_urban_n_vehicles_mipv6.MA[7].tcpApp[0]/endToEndDelay:vector
45.48921260243,0.818378
46.207759430518,0.618547
46.900454058548,0.592695
47.597177633002,0.596724
48.480589534238,0.783412
49.32317950671,0.74259
50.120320645568,0.697141
50.99746168061,0.777141
52.071198151268,0.973736
54.58593359767,2.41474
59.406733676665,4.7208
60.887865324472,1.38113
62.077736022739,1.08987
63.250446994257,1.07271
64.717693714331,1.36725
65.987247164853,1.16955
130.477658420307,64.3904
132.285415992901,1.70776
133.369255322356,0.983839
134.440001817995,0.970746
135.511228399704,0.971227
136.58022047884,0.968992
137.645755946027,0.965535
138.711925022187,0.966169
139.776186964398,0.964262
140.845365863531,0.969179
141.912013188954,0.966647
142.98111187271,0.969099
144.048339706905,0.967228
145.119188414301,0.970849
146.200948575477,0.98176
147.264488887618,0.96354
148.347934632517,0.983446
149.462362935777,1.01443
150.541745326268,0.979382
151.65171842066,1.00997
152.755530477695,1.00381
153.866320333013,1.01079
155.039935725366,1.07362
156.125895593219,0.98596
157.240993980774,1.0151
158.421683764207,1.08069
159.525791096145,1.00411
160.635530802793,1.00974
161.758989543536,1.02346
162.974152448306,1.11516
164.147548795541,1.0734
165.333311529092,1.08576
166.492327503347,1.05902
167.657987071608,1.06566
168.894215157677,1.13623
170.071914295451,1.0777
171.325046300872,1.15313
172.466161060793,1.04111
173.724607335187,1.15845
175.344382084664,1.51977
177.050901387176,1.60652
178.551619139889,1.40072
179.8080001365,1.15638
181.168044367268,1.26004
182.404909142451,1.13686
183.565168572418,1.06026
184.737558433083,1.07239
185.882896772538,1.04534
187.352493728571,1.3696
189.247141779002,1.79465
191.250556315209,1.90341
200.794596990639,9.44404
201.871423461784,0.976826
202.936556585156,0.965133
204.00244929611,0.965893
205.068633779975,0.966184
206.1323518491,0.963718
207.199731551788,0.96738
208.26495433191,0.965223
209.328987119076,0.964033
210.39632251377,0.967335
211.461277861178,0.964955
212.530626430037,0.969349
213.603604194767,0.972978
214.668011785142,0.964408
215.730936456118,0.962925
216.797398245378,0.966462
217.860254043352,0.962856
218.926045950991,0.965792
219.989651065131,0.963605
221.056991462584,0.96734
222.123263671124,0.966272
223.195690994887,0.972427
224.263870304746,0.968179
225.328855857742,0.964986
226.393588253573,0.964732
227.458421623532,0.964833
228.52034030417,0.961919
229.585767452271,0.965427
230.658736382186,0.972969
231.721084341732,0.962348
232.790188588157,0.969104
233.8575896555,0.967401
234.93072440672,0.973135
235.998766102231,0.968042
237.076463547163,0.977697
238.153154252465,0.976691
239.243787966759,0.990634
240.364537778342,1.02075
241.445027680926,0.98049
242.558909990965,1.01388
243.654386875167,0.995477
244.831201833515,1.07681
246.055659056024,1.12446
247.273191250688,1.11753
248.496269485267,1.12308
249.707909689582,1.11164
250.979580003628,1.17167
252.131550616499,1.05197
257.338810459087,5.10726
258.997164874471,1.55835
326.511328115198,67.4142
327.766073590028,1.15475
328.989560185115,1.12349
330.079386798562,0.989827
331.241281424247,1.06189
332.330016243479,0.988735
333.423543013959,0.993527
334.60408102307,1.08054
335.79307768936,1.089
337.384731126666,1.49165
355.318089259435,17.8334
356.482030050047,1.06394
357.559079090204,0.977049
358.626206308967,0.967127
359.691111042065,0.964905
360.75369453253,0.962583
361.825894333556,0.9722
362.897762411303,0.971868
363.978120167938,0.980358
365.060863110346,0.982743
366.152985575391,0.992122
367.28652938871,1.03354
368.505559731955,1.11903
369.710764600094,1.1052
370.915353221373,1.10459
372.110500379792,1.09515
373.240144840565,1.02964
374.318241063043,0.978096
375.395829382863,0.977588
376.539884590813,1.04406
377.672915143169,1.03303
378.851522547349,1.07861
381.890125327212,2.9386
