X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
212.721630159928,1
213.721630159928,2
215.721630159928,3
219.721630159928,4
227.721630159928,5
243.721630159928,6
275.721630159928,7
295.85017704052,1
296.85017704052,2
298.85017704052,3
302.85017704052,4
310.85017704052,5
326.85017704052,6
339.846564259461,1
340.846564259461,2
342.846564259461,3
346.846564259461,4
354.846564259461,5
370.846564259461,6
381.874485449,1
382.874485449,2
384.874485449,3
388.874485449,4
396.874485449,5
397.744649127772,6
