X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
196.549061501824,1
197.549061501824,2
199.549061501824,3
203.549061501824,4
211.549061501824,5
227.549061501824,6
259.549061501824,7
291.549061501824,8
295.711513071619,1
296.711513071619,2
298.711513071619,3
302.711513071619,4
310.711513071619,5
326.711513071619,6
342.001081390981,1
343.001081390981,2
345.001081390981,3
349.001081390981,4
357.001081390981,5
373.001081390981,6
397.660706125313,1
398.660706125313,2
400.660706125313,3
