X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
178.079970031312,1
179.079970031312,2
181.079970031312,3
185.079970031312,4
193.079970031312,5
209.079970031312,6
241.079970031312,7
273.079970031312,8
291.574175051323,1
292.574175051323,2
294.574175051323,3
298.574175051323,4
306.574175051323,5
322.574175051323,6
338.93523955687,1
339.93523955687,2
341.93523955687,3
345.93523955687,4
353.93523955687,5
369.93523955687,6
401.892982329907,1
402.892982329907,2
404.892982329907,3
408.892982329907,4
