X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
202.532413304093,1
203.532413304093,2
205.532413304093,3
209.532413304093,4
217.532413304093,5
233.532413304093,6
265.532413304093,7
297.532413304093,8
299.519702106774,1
300.519702106774,2
302.519702106774,3
306.519702106774,4
314.519702106774,5
330.519702106774,6
341.824334526195,1
342.824334526195,2
344.824334526195,3
348.824334526195,4
356.824334526195,5
372.824334526195,6
404.824334526195,7
404.916683141485,1
405.916683141485,2
407.916683141485,3
411.916683141485,4
