X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
208.828089570318,1
209.828089570318,2
211.828089570318,3
215.828089570318,4
223.828089570318,5
239.828089570318,6
271.828089570318,7
302.195258779656,1
303.195258779656,2
305.195258779656,3
309.195258779656,4
317.195258779656,5
333.195258779656,6
343.886106022122,1
344.886106022122,2
346.886106022122,3
350.886106022122,4
358.886106022122,5
374.886106022122,6
406.886106022122,7
409.906890374084,1
410.906890374084,2
412.906890374084,3
