X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcpApp[0]/endToEndDelay:vector
30.74251796788,0.0371422
30.800934749954,0.0484168
30.85286355219,0.0419288
30.91996973784,0.0571062
30.969176241171,0.0392065
31.016965016174,0.0377888
31.063917811698,0.0369528
31.133954648207,0.0600368
31.185914326082,0.0419597
31.265391393054,0.0694771
31.32626067867,0.0508693
31.388972170276,0.0527115
31.445444196282,0.046472
31.492263687099,0.0368195
31.57089006467,0.0686264
31.621558475776,0.0406684
31.685242537714,0.0536841
31.742480094938,0.0472376
31.812074482925,0.0595944
31.857137565036,0.0350631
31.916661879151,0.0495243
31.978672276246,0.0520104
32.072077255812,0.083405
32.122737987279,0.0406607
32.173643225517,0.0409052
32.24408813222,0.0604449
32.316652793862,0.0625647
32.454518583285,0.127866
32.521468230881,0.0569496
32.628308550073,0.0968403
32.711100356661,0.0727918
32.795408473392,0.0743081
32.874213648176,0.0688052
32.976597389498,0.0923837
33.055204545688,0.0686072
34.199178407509,1.13397
34.645710488884,0.436532
