X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
64.993893470296,1
65.993893470296,2
99.140085826963,3
100.140085826963,4
102.140085826963,5
106.140085826963,6
159.516901738077,7
226.246033893913,8
330.572661858656,9
438.038193400352,10
