X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
73.998472334489,1
74.998472334489,2
106.591915968165,3
167.048123045684,4
226.93880218498,5
227.93880218498,6
229.93880218498,7
356.219655378058,8
