X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
64.65936992068,1
65.65936992068,2
104.134030830477,3
107.410391890005,4
108.410391890005,5
109.418823346779,6
110.418823346779,7
162.625619886707,8
230.308078288447,9
231.308078288447,10
316.830686580102,11
