X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
70.540175211138,1
71.540175211138,2
104.92193948512,3
160.922073967102,4
223.804111134311,5
224.804111134311,6
226.804111134311,7
331.223725921424,8
430.661556511484,9
