X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
64.792794540399,1
65.792794540399,2
99.004753688401,3
159.995809734044,4
223.780069977334,5
224.780069977334,6
332.803356082024,7
