X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
70.141142545981,1
71.141142545981,2
103.156701344649,3
169.74368987094,4
170.74368987094,5
230.221108424786,6
231.221108424786,7
404.65300147492,8
405.65300147492,9
