X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
62.318911924586,1
63.318911924586,2
102.406693021502,3
165.071926651283,4
227.20154858794,5
228.20154858794,6
331.493092974491,7
