X,frankfurt_urban_mipv6.MA[0].udp/rcvdPk:vector(packetBytes),frankfurt_urban_mipv6.MA[0].udpApp[0]/rcvdPk:vector(packetBytes)
30.226599934494,1008,1000
30.227313708244,1008,1000
30.228108481994,1008,1000
30.228912255744,1008,1000
30.229608029494,1008,1000
30.230375803244,1008,1000
30.231170576994,1008,1000
30.233070542341,1008,1000
30.243070542341,1008,1000
30.254002542341,1008,1000
30.263070542341,1008,1000
30.273070542341,1008,1000
30.283070542341,1008,1000
30.293070542341,1008,1000
30.303070555907,1008,1000
30.313070555907,1008,1000
30.323070555907,1008,1000
30.333070555907,1008,1000
30.343070555907,1008,1000
30.353070555907,1008,1000
30.363070555907,1008,1000
30.373070555907,1008,1000
30.383070555907,1008,1000
30.393070555907,1008,1000
30.404119569546,1008,1000
30.413070569546,1008,1000
30.423780113681,1008,1000
30.433070569546,1008,1000
30.443070569546,1008,1000
30.453070569546,1008,1000
30.463070569546,1008,1000
30.473070569546,1008,1000
30.483070569546,1008,1000
30.493070569546,1008,1000
30.504907583202,1008,1000
30.513070583202,1008,1000
30.523070583202,1008,1000
30.533070583202,1008,1000
30.543070583202,1008,1000
30.553070583202,1008,1000
30.563070583202,1008,1000
30.577248583202,1008,1000
30.584988438674,1008,1000
30.593070583202,1008,1000
30.603070596879,1008,1000
30.613070596879,1008,1000
30.623070596879,1008,1000
30.633849596879,1008,1000
30.643723596879,1008,1000
30.653660596879,1008,1000
30.664110596879,1008,1000
30.673070596879,1008,1000
30.683070596879,1008,1000
30.693070596879,1008,1000
30.703804610623,1008,1000
30.714155610623,1008,1000
30.723696610623,1008,1000
30.733070610623,1008,1000
30.743070610623,1008,1000
30.753070610623,1008,1000
30.763070610623,1008,1000
30.773070610623,1008,1000
30.783070610623,1008,1000
30.793070610623,1008,1000
30.803070624367,1008,1000
30.813070624367,1008,1000
30.824128624367,1008,1000
30.833070624367,1008,1000
30.843070624367,1008,1000
30.853070624367,1008,1000
30.863070624367,1008,1000
30.873070624367,1008,1000
30.883070624367,1008,1000
30.893070624367,1008,1000
30.90307063815,1008,1000
30.91307063815,1008,1000
30.92307063815,1008,1000
30.93307063815,1008,1000
30.94307063815,1008,1000
30.953335330515,1008,1000
30.96307063815,1008,1000
30.97307063815,1008,1000
30.98307063815,1008,1000
30.99307063815,1008,1000
31.004412652156,1008,1000
31.013070652156,1008,1000
31.023070652156,1008,1000
31.033070652156,1008,1000
31.043070652156,1008,1000
31.053070652156,1008,1000
31.063070652156,1008,1000
31.073070652156,1008,1000
31.083070652156,1008,1000
31.095393652156,1008,1000
31.103070666374,1008,1000
31.113070666374,1008,1000
31.123070666374,1008,1000
31.133070666374,1008,1000
31.143070666374,1008,1000
31.153070666374,1008,1000
31.163070666374,1008,1000
31.173070666374,1008,1000
31.183070666374,1008,1000
31.193070666374,1008,1000
31.203750680699,1008,1000
31.213070680699,1008,1000
31.223070680699,1008,1000
31.233070680699,1008,1000
31.243070680699,1008,1000
31.254862680699,1008,1000
31.263070680699,1008,1000
31.273070680699,1008,1000
31.283070680699,1008,1000
31.297225680699,1008,1000
31.304002694768,1008,1000
31.313070694768,1008,1000
31.323070694768,1008,1000
31.333804694768,1008,1000
31.343660694768,1008,1000
31.353070694768,1008,1000
31.363070694768,1008,1000
31.373070694768,1008,1000
31.383070694768,1008,1000
31.393070694768,1008,1000
31.403070708466,1008,1000
31.413070708466,1008,1000
31.423070708466,1008,1000
31.433070708466,1008,1000
31.443070708466,1008,1000
31.453876708466,1008,1000
31.463070708466,1008,1000
31.473070708466,1008,1000
31.484128708466,1008,1000
31.493070708466,1008,1000
31.503070721992,1008,1000
31.513070721992,1008,1000
31.523070721992,1008,1000
31.533070721992,1008,1000
31.543070721992,1008,1000
31.553070721992,1008,1000
31.563070721992,1008,1000
31.573070721992,1008,1000
31.583070721992,1008,1000
31.593070721992,1008,1000
31.603070735407,1008,1000
31.613070735407,1008,1000
31.623070735407,1008,1000
31.636991735407,1008,1000
31.643070735407,1008,1000
31.653070735407,1008,1000
31.663939735407,1008,1000
31.673070735407,1008,1000
31.683732735407,1008,1000
31.693070735407,1008,1000
31.703070748704,1008,1000
31.713070748704,1008,1000
31.723070748704,1008,1000
31.733070748704,1008,1000
31.745303748704,1008,1000
31.753070748704,1008,1000
31.763070748704,1008,1000
31.773113932892,1008,1000
31.784164748704,1008,1000
31.794020748704,1008,1000
31.803070761883,1008,1000
31.813070761883,1008,1000
31.823885761883,1008,1000
31.833070761883,1008,1000
31.844164761883,1008,1000
31.854351906239,1008,1000
31.863070761883,1008,1000
31.873070761883,1008,1000
31.883642761883,1008,1000
31.893070761883,1008,1000
31.903070774941,1008,1000
31.913070774941,1008,1000
31.923849774941,1008,1000
31.934322774941,1008,1000
31.943070774941,1008,1000
31.953070774941,1008,1000
31.963615774941,1008,1000
31.973070774941,1008,1000
31.983070774941,1008,1000
31.995537774941,1008,1000
32.003070787878,1008,1000
32.016055787878,1008,1000
32.023070787878,1008,1000
32.033070787878,1008,1000
32.043070787878,1008,1000
32.054074787878,1008,1000
32.063070787878,1008,1000
32.073975787878,1008,1000
32.084164787878,1008,1000
32.093070787878,1008,1000
32.118863800692,1008,1000
32.123957091144,1008,1000
32.125284381596,1008,1000
32.133070800692,1008,1000
32.143070800692,1008,1000
32.153070800692,1008,1000
32.163988699454,1008,1000
32.173642800692,1008,1000
32.183070800692,1008,1000
32.193070800692,1008,1000
32.203795813381,1008,1000
32.213070813381,1008,1000
32.223070813381,1008,1000
32.233070813381,1008,1000
32.243070813381,1008,1000
32.253070813381,1008,1000
32.263831813381,1008,1000
32.273930813381,1008,1000
32.283070813381,1008,1000
32.293070813381,1008,1000
32.303070825946,1008,1000
32.313809615632,1008,1000
32.323070825946,1008,1000
32.333070825946,1008,1000
32.343070825946,1008,1000
32.353070825946,1008,1000
32.363070825946,1008,1000
32.373822825946,1008,1000
32.383070825946,1008,1000
32.393831825946,1008,1000
32.403070838384,1008,1000
32.413070838384,1008,1000
32.423070838384,1008,1000
32.433070838384,1008,1000
32.443070838384,1008,1000
32.453070838384,1008,1000
32.463070838384,1008,1000
32.473070838384,1008,1000
32.483070838384,1008,1000
32.496613838384,1008,1000
32.517693850695,1008,1000
32.518498241153,1008,1000
32.523070850695,1008,1000
32.535600850695,1008,1000
32.547396850695,1008,1000
32.553070850695,1008,1000
32.563903850695,1008,1000
32.573070850695,1008,1000
32.583849850695,1008,1000
32.593070850695,1008,1000
32.603070862878,1008,1000
32.615591862878,1008,1000
32.624110862878,1008,1000
32.634101862878,1008,1000
32.643070862878,1008,1000
32.653070862878,1008,1000
32.663070862878,1008,1000
32.673070862878,1008,1000
32.685069862878,1008,1000
32.694137862878,1008,1000
32.703070874931,1008,1000
32.717405874931,1008,1000
32.723892133729,1008,1000
32.735330874931,1008,1000
32.743070874931,1008,1000
32.754562471278,1008,1000
32.765277226351,1008,1000
32.773070874931,1008,1000
32.783070874931,1008,1000
32.793070874931,1008,1000
32.803070886855,1008,1000
32.813903886855,1008,1000
32.823070886855,1008,1000
32.833070886855,1008,1000
32.843070886855,1008,1000
32.853070886855,1008,1000
32.863070886855,1008,1000
32.873070886855,1008,1000
32.883759886855,1008,1000
32.894997886855,1008,1000
32.903070898648,1008,1000
32.913070898648,1008,1000
32.923070898648,1008,1000
32.933070898648,1008,1000
32.943651898648,1008,1000
32.959696898648,1008,1000
32.963070898648,1008,1000
32.973070898648,1008,1000
32.983070898648,1008,1000
32.993070898648,1008,1000
33.003070910311,1008,1000
33.014137910311,1008,1000
33.023070910311,1008,1000
33.033070910311,1008,1000
33.044745910311,1008,1000
33.053070910311,1008,1000
33.063070910311,1008,1000
33.075681910311,1008,1000
33.084002910311,1008,1000
33.093070910311,1008,1000
33.10307092188,1008,1000
33.11307092188,1008,1000
33.12307092188,1008,1000
33.13307092188,1008,1000
33.14367892188,1008,1000
33.15307092188,1008,1000
33.16552892188,1008,1000
33.17509692188,1008,1000
33.18451192188,1008,1000
33.195697032813,1008,1000
33.205573933335,1008,1000
33.219867489073,1008,1000
33.223070933335,1008,1000
33.233723933335,1008,1000
33.243070933335,1008,1000
33.253070933335,1008,1000
33.264601933335,1008,1000
33.273993933335,1008,1000
33.283284677912,1008,1000
33.295807933335,1008,1000
33.304601944656,1008,1000
33.313070944656,1008,1000
33.323930944656,1008,1000
33.333070944656,1008,1000
33.343070944656,1008,1000
33.353849944656,1008,1000
33.363070944656,1008,1000
33.373070944656,1008,1000
33.387612944656,1008,1000
33.393070944656,1008,1000
33.40307095584,1008,1000
33.41307095584,1008,1000
33.42506995584,1008,1000
33.44342795584,1008,1000
33.444836556588,1008,1000
33.45307095584,1008,1000
33.46307095584,1008,1000
33.47552495584,1008,1000
33.48307095584,1008,1000
33.49465595584,1008,1000
33.503070966888,1008,1000
33.514128966888,1008,1000
33.527729966888,1008,1000
33.533070966888,1008,1000
33.549696966888,1008,1000
33.553070966888,1008,1000
33.566028966888,1008,1000
33.573768966888,1008,1000
33.583070966888,1008,1000
33.594110966888,1008,1000
33.607900977799,1008,1000
33.629445977799,1008,1000
33.648562977799,1008,1000
33.650488622465,1008,1000
33.653867977799,1008,1000
33.664011977799,1008,1000
33.673070977799,1008,1000
33.683070977799,1008,1000
33.695393977799,1008,1000
33.721210988573,1008,1000
33.721943654787,1008,1000
33.723070988573,1008,1000
33.734119988573,1008,1000
33.744083988573,1008,1000
33.753975988573,1008,1000
33.763849988573,1008,1000
33.773070988573,1008,1000
33.783939988573,1008,1000
33.793070988573,1008,1000
33.803070999209,1008,1000
33.814637999209,1008,1000
33.823070999209,1008,1000
33.833831999209,1008,1000
33.843070999209,1008,1000
33.857126999209,1008,1000
33.863070999209,1008,1000
33.873070999209,1008,1000
33.885168999209,1008,1000
33.894826999209,1008,1000
33.903715009707,1008,1000
33.913071009707,1008,1000
33.923913009707,1008,1000
33.933751009707,1008,1000
33.948239009707,1008,1000
33.959481009707,1008,1000
33.968509009707,1008,1000
33.975610009707,1008,1000
33.985205009707,1008,1000
33.994088718189,1008,1000
34.003071020067,1008,1000
34.013071020067,1008,1000
34.023071020067,1008,1000
34.034030020067,1008,1000
34.043071020067,1008,1000
34.053071020067,1008,1000
34.063787020067,1008,1000
34.076560020067,1008,1000
34.087271020067,1008,1000
34.108437030287,1008,1000
34.110164779929,1008,1000
34.121056030287,1008,1000
34.123071030287,1008,1000
34.133071030287,1008,1000
34.143071030287,1008,1000
34.153071030287,1008,1000
34.171178030287,1008,1000
34.177749030287,1008,1000
34.183702226855,1008,1000
34.194120030287,1008,1000
34.203940040368,1008,1000
34.213071040368,1008,1000
34.224039040368,1008,1000
