X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
78.144760193155,1
79.144760193155,2
100.759879188854,3
163.68876173385,4
230.589527068978,5
346.263814938365,6
