X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
71.117350724302,1
72.117350724302,2
104.94715199182,3
179.305471530106,4
227.049627022539,5
402.470458464227,6
403.470458464227,7
405.470458464227,8
433.81572519824,9
