X,frankfurt_urban_mipv6.MA[0].udpApp[0]/endToEndDelay:vector
30.226345291736,0.104931
30.227712004952,0.0962976
30.228398718168,0.0869844
30.229193431384,0.0777791
30.2299881446,0.0685738
30.230791857816,0.0593775
30.231478571032,0.0500642
30.233529284248,0.0421149
30.242720290457,0.0413059
30.252720290457,0.0413059
30.262720290457,0.0413059
30.273571290457,0.0421569
30.282720290457,0.0413059
30.292720290457,0.0413059
30.302720304249,0.0413059
30.312720304249,0.0413059
30.322720304249,0.0413059
30.332720304249,0.0413059
30.342720304249,0.0413059
30.353760304249,0.0423459
30.363661304249,0.0422469
30.372720304249,0.0413059
30.382720304249,0.0413059
30.392720304249,0.0413059
30.403328318075,0.041914
30.412720318075,0.041306
30.423413749879,0.0419994
30.432720318075,0.041306
30.442720318075,0.041306
30.452720318075,0.041306
30.463382318075,0.041968
30.472720318075,0.041306
30.482720318075,0.041306
30.492720318075,0.041306
30.502720331897,0.041306
30.512720331897,0.041306
30.522720331897,0.041306
30.532720331897,0.041306
30.543346331897,0.041932
30.552720331897,0.041306
30.562720331897,0.041306
30.572720331897,0.041306
30.584458331897,0.043044
30.592720331897,0.041306
30.602720345764,0.041306
30.612720345764,0.041306
30.622720345764,0.041306
30.632720345764,0.041306
30.642720345764,0.041306
30.653224815898,0.0418105
30.662720345764,0.041306
30.672720345764,0.041306
30.682720345764,0.041306
30.692720345764,0.041306
30.703718904228,0.0423045
30.712720359646,0.041306
30.722720359646,0.041306
30.733445359646,0.042031
30.742720359646,0.041306
30.752720359646,0.041306
30.762720359646,0.041306
30.772720359646,0.041306
30.782720359646,0.041306
30.792720359646,0.041306
30.802720373574,0.041306
30.812720373574,0.041306
30.823580373574,0.042166
30.832720373574,0.041306
30.842720373574,0.041306
30.852720373574,0.041306
30.862720373574,0.041306
30.872720373574,0.041306
30.882720373574,0.041306
30.892720373574,0.041306
30.904098387518,0.042684
30.912720387518,0.041306
30.923733387518,0.042319
30.935223387518,0.043809
30.942720387518,0.041306
30.952720387518,0.041306
30.962720387518,0.041306
30.972720387518,0.041306
30.982720387518,0.041306
30.992720387518,0.041306
31.002720401489,0.041306
31.012720401489,0.041306
31.023814401489,0.0424
31.032720401489,0.041306
31.042720401489,0.041306
31.052720401489,0.041306
31.062720401489,0.041306
31.073400401489,0.041986
31.082720401489,0.041306
31.093409401489,0.041995
31.103643415612,0.0422291
31.112720415612,0.0413061
31.122720415612,0.0413061
31.133760415612,0.0423461
31.142720415612,0.0413061
31.153737850147,0.0423235
31.162720415612,0.0413061
31.172720415612,0.0413061
31.182720415612,0.0413061
31.193337415612,0.0419231
31.202720430014,0.0413061
31.213481430014,0.0420671
31.222720430014,0.0413061
31.232720430014,0.0413061
31.244791430014,0.0433771
31.252720430014,0.0413061
31.262720430014,0.0413061
31.272720430014,0.0413061
31.282720430014,0.0413061
31.292720430014,0.0413061
31.302720444517,0.0413061
31.312720444517,0.0413061
31.322720444517,0.0413061
31.332720444517,0.0413061
31.342720444517,0.0413061
31.352720444517,0.0413061
31.362720444517,0.0413061
31.372720444517,0.0413061
31.382720444517,0.0413061
31.394368444517,0.0429541
31.404620458822,0.0432061
31.412720458822,0.0413061
31.422720458822,0.0413061
31.432720458822,0.0413061
31.442720458822,0.0413061
31.453580458822,0.0421661
31.462720458822,0.0413061
31.473787458822,0.0423731
31.483948066944,0.0425337
31.493751458822,0.0423371
31.502720472747,0.0413061
31.513955188028,0.0425408
31.522720472747,0.0413061
31.535219472747,0.0438051
31.543373472747,0.0419591
31.552720472747,0.0413061
31.562720472747,0.0413061
31.572720472747,0.0413061
31.582720472747,0.0413061
31.594269472747,0.0428551
31.602720486461,0.0413061
31.613382486461,0.0419681
31.622720486461,0.0413061
31.632720486461,0.0413061
31.642720486461,0.0413061
31.652720486461,0.0413061
31.663409486461,0.0419951
31.672720486461,0.0413061
31.682720486461,0.0413061
31.692720486461,0.0413061
31.702720500054,0.0413061
31.712720500054,0.0413061
31.723337500054,0.0419231
31.732720500054,0.0413061
31.742720500054,0.0413061
31.752720500054,0.0413061
31.762720500054,0.0413061
31.773535429016,0.0421211
31.783391500054,0.0419771
31.792720500054,0.0413061
31.802720513524,0.0413061
31.812720513524,0.0413061
31.822720513524,0.0413061
31.832720513524,0.0413061
31.842720513524,0.0413061
31.852720513524,0.0413061
31.862720513524,0.0413061
31.872720513524,0.0413061
31.882720513524,0.0413061
31.892720513524,0.0413061
31.902720526871,0.0413062
31.913463526871,0.0420492
31.923283526871,0.0418692
31.932720526871,0.0413062
31.942720526871,0.0413062
31.953553526871,0.0421392
31.962720526871,0.0413062
31.972720526871,0.0413062
31.982720526871,0.0413062
31.992720526871,0.0413062
32.002720540093,0.0413062
32.012734378064,0.04132
32.022720540093,0.0413062
32.032720540093,0.0413062
32.042720540093,0.0413062
32.052720540093,0.0413062
32.062720540093,0.0413062
32.072720540093,0.0413062
32.082720540093,0.0413062
32.092720540093,0.0413062
32.103400553189,0.0419862
32.112720553189,0.0413062
32.122720553189,0.0413062
32.132720553189,0.0413062
32.142720553189,0.0413062
32.152720553189,0.0413062
32.162720553189,0.0413062
32.172720553189,0.0413062
32.182720553189,0.0413062
32.205993566158,0.0545792
32.206590830776,0.0451765
32.213814566158,0.0424002
32.222720566158,0.0413062
32.236245566158,0.0448312
32.242720566158,0.0413062
32.252720566158,0.0413062
32.262720566158,0.0413062
32.272720566158,0.0413062
32.282720566158,0.0413062
32.293634566158,0.0422202
32.304206579007,0.0427922
32.314207325117,0.042793
32.322720579007,0.0413062
32.333190827757,0.0417765
32.343742579007,0.0423282
32.352720579007,0.0413062
32.362720579007,0.0413062
32.372720579007,0.0413062
32.382720579007,0.0413062
32.392720579007,0.0413062
32.404998591727,0.0435842
32.412720591727,0.0413062
32.422720591727,0.0413062
32.433589591727,0.0421752
32.442720591727,0.0413062
32.452720591727,0.0413062
32.464629591727,0.0432152
32.472720591727,0.0413062
32.483625591727,0.0422112
32.495241591727,0.0438272
32.502720604317,0.0413062
32.512720604317,0.0413062
32.523670604317,0.0422562
32.532720604317,0.0413062
32.543375845173,0.0419615
32.564130604317,0.0527162
32.564844945253,0.0434306
32.572720604317,0.0413062
32.582720604317,0.0413062
32.594575604317,0.0431612
32.603418616776,0.0420043
32.612720616776,0.0413063
32.622720616776,0.0413063
32.633418616776,0.0420043
32.642720616776,0.0413063
32.653769616776,0.0423553
32.663652616776,0.0422383
32.672720616776,0.0413063
32.682720616776,0.0413063
32.692720616776,0.0413063
32.704899629103,0.0434853
32.712720629103,0.0413063
32.722720629103,0.0413063
32.733382629103,0.0419683
32.742720629103,0.0413063
32.753742629103,0.0423283
32.763418629103,0.0420043
32.772720629103,0.0413063
32.782720629103,0.0413063
32.792720629103,0.0413063
32.804440641298,0.0430263
32.815016641298,0.0436023
32.822720641298,0.0413063
32.832720641298,0.0413063
32.842720641298,0.0413063
32.854854641298,0.0434403
32.863283641298,0.0418693
32.876893641298,0.0454793
32.882720641298,0.0413063
32.892720641298,0.0413063
32.90498065336,0.0435663
32.920074499128,0.0486601
32.92272065336,0.0413063
32.93272065336,0.0413063
32.94361665336,0.0422023
32.95342765336,0.0420133
32.96272065336,0.0413063
32.97272065336,0.0413063
32.98377865336,0.0423643
32.99326565336,0.0418513
33.002720665288,0.0413063
33.012720665288,0.0413063
33.022720665288,0.0413063
33.033769665288,0.0423553
33.042720665288,0.0413063
33.052720665288,0.0413063
33.063301665288,0.0418873
33.076317665288,0.0449033
33.082720665288,0.0413063
33.093463665288,0.0420493
33.102720677081,0.0413063
33.113607677081,0.0421933
33.122720677081,0.0413063
33.133319677081,0.0419053
33.143818561179,0.0424042
33.152720677081,0.0413063
33.163679677081,0.0422653
33.175390677081,0.0439763
33.182720677081,0.0413063
33.192720677081,0.0413063
33.204197688771,0.0427833
33.216470688771,0.0450563
33.228995688771,0.0475813
33.233328688771,0.0419143
33.242720688771,0.0413063
33.253670688771,0.0422563
33.263292688771,0.0418783
33.274467688771,0.0430533
33.282720688771,0.0413063
33.292720688771,0.0413063
33.302720700351,0.0413063
33.313544700351,0.0421303
33.323814700351,0.0424003
33.332720700351,0.0413063
33.342720700351,0.0413063
33.353652700351,0.0422383
33.362720700351,0.0413063
33.372720700351,0.0413063
33.382720700351,0.0413063
33.39403087315,0.0426165
33.402720711793,0.0413063
33.412720711793,0.0413063
33.422720711793,0.0413063
33.433517711793,0.0421033
33.442720711793,0.0413063
33.453688711793,0.0422743
33.462720711793,0.0413063
33.472720711793,0.0413063
33.487586711793,0.0461723
33.493643711793,0.0422293
33.504701723097,0.0432874
33.512720723097,0.0413064
33.522720723097,0.0413064
33.535957723097,0.0445434
33.542720723097,0.0413064
33.563340723097,0.0419264
33.572720723097,0.0413064
33.582720723097,0.0413064
33.594562723097,0.0431484
33.603454734262,0.0420404
33.612720734262,0.0413064
33.626497734262,0.0450834
33.632720734262,0.0413064
33.644800734262,0.0433864
33.653873734262,0.0424594
33.663535734262,0.0421214
33.673598734262,0.0421844
33.683697734262,0.0422834
33.692720734262,0.0413064
33.702720745288,0.0413064
33.714242745288,0.0428284
33.726551745288,0.0451374
33.732720745288,0.0413064
33.742720745288,0.0413064
33.757708745288,0.0462944
33.762720745288,0.0413064
33.774548745288,0.0431344
33.782720745288,0.0413064
33.795912745288,0.0444984
33.802720756174,0.0413064
33.824751756174,0.0533374
33.826056400824,0.044642
33.833463756174,0.0420494
33.842720756174,0.0413064
33.852720756174,0.0413064
33.862720756174,0.0413064
33.872720756174,0.0413064
33.883346756174,0.0419324
33.893652756174,0.0422384
33.90272076692,0.0413064
33.91498076692,0.0435664
33.927118433062,0.0457041
33.93367076692,0.0422564
33.95617376692,0.0547594
33.960769433062,0.0493551
33.97182676692,0.0504124
33.973424433062,0.0420101
33.98341876692,0.0420044
33.99445876692,0.0430444
34.002720777525,0.0413064
34.019435464877,0.0480211
34.026722777525,0.0453084
34.034008464877,0.0425941
34.043481777525,0.0420674
34.053787777525,0.0423734
34.062720777525,0.0413064
34.073882777525,0.0424684
34.084035777525,0.0426214
34.097960777525,0.0465464
34.11734378799,0.0559294
34.118869496272,0.0474551
34.12272078799,0.0413064
34.13272078799,0.0413064
34.14336478799,0.0419504
34.15584078799,0.0444264
34.170412372451,0.048998
34.17272078799,0.0413064
34.18272078799,0.0413064
34.19363478799,0.0422204
34.202720798314,0.0413064
34.216803798314,0.0453894
34.222720798314,0.0413064
34.233409798314,0.0419954
34.244944798314,0.0435304
34.257298798314,0.0458844
34.262720798314,0.0413064
34.283716798314,0.0523024
34.284512527244,0.0430982
34.293391798314,0.0419774
34.3027208085,0.0413064
34.3149268085,0.0435124
34.3227208085,0.0413064
34.3327208085,0.0413064
34.3436978085,0.0422834
34.3527208085,0.0413064
34.3636798085,0.0422654
34.3743058085,0.0428914
34.3902648085,0.0488504
34.3971098085,0.0456954
34.422079818544,0.0506655
34.449103587934,0.0576892
34.466868357324,0.065454
