X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
70.257656806934,1
71.257656806934,2
101.711290631039,3
160.041171319982,4
227.484521628033,5
346.40193072649,6
