X,frankfurt_urban_mipv6.MA[0].udp/rcvdPk:vector(packetBytes),frankfurt_urban_mipv6.MA[0].udpApp[0]/rcvdPk:vector(packetBytes)
30.226583703244,1008,1000
30.227896525152,1008,1000
30.22921834706,1008,1000
30.229806168968,1008,1000
30.230564990876,1008,1000
30.231278812784,1008,1000
30.231920634692,1008,1000
30.233757380778,1008,1000
30.243919380778,1008,1000
30.253640380778,1008,1000
30.263658380778,1008,1000
30.272987380778,1008,1000
30.282987380778,1008,1000
30.293712380778,1008,1000
30.304072394517,1008,1000
30.312987394517,1008,1000
30.322987394517,1008,1000
30.332987394517,1008,1000
30.342987394517,1008,1000
30.352987394517,1008,1000
30.362987394517,1008,1000
30.372987394517,1008,1000
30.382987394517,1008,1000
30.392975535463,1008,1000
30.402987408321,1008,1000
30.412987408321,1008,1000
30.422987408321,1008,1000
30.432987408321,1008,1000
30.444192010049,1008,1000
30.453973408321,1008,1000
30.462987408321,1008,1000
30.472987408321,1008,1000
30.482987408321,1008,1000
30.492987408321,1008,1000
30.502987422125,1008,1000
30.512987422125,1008,1000
30.522987422125,1008,1000
30.533766422125,1008,1000
30.542987422125,1008,1000
30.552987422125,1008,1000
30.563766422125,1008,1000
30.572987422125,1008,1000
30.582987422125,1008,1000
30.593865422125,1008,1000
30.60298743597,1008,1000
30.61298743597,1008,1000
30.62375743597,1008,1000
30.63298743597,1008,1000
30.64356843597,1008,1000
30.65353243597,1008,1000
30.66364043597,1008,1000
30.67298743597,1008,1000
30.68298743597,1008,1000
30.69298743597,1008,1000
30.703955449831,1008,1000
30.713703449831,1008,1000
30.722987449831,1008,1000
30.734239449831,1008,1000
30.742987449831,1008,1000
30.752987449831,1008,1000
30.763541449831,1008,1000
30.772987449831,1008,1000
30.782987449831,1008,1000
30.792987449831,1008,1000
30.802987463981,1008,1000
30.812987463981,1008,1000
30.822987463981,1008,1000
30.832987463981,1008,1000
30.842987463981,1008,1000
30.852987463981,1008,1000
30.862987463981,1008,1000
30.872987463981,1008,1000
30.882987463981,1008,1000
30.894081463981,1008,1000
30.902987478354,1008,1000
30.912987478354,1008,1000
30.922987478354,1008,1000
30.932987478354,1008,1000
30.942987478354,1008,1000
30.952987478354,1008,1000
30.962987478354,1008,1000
30.972987478354,1008,1000
30.982987478354,1008,1000
30.992987478354,1008,1000
31.002987492688,1008,1000
31.012987492688,1008,1000
31.024063492688,1008,1000
31.032987492688,1008,1000
31.042987492688,1008,1000
31.052987492688,1008,1000
31.062987492688,1008,1000
31.073873183339,1008,1000
31.083712492688,1008,1000
31.092987492688,1008,1000
31.103973506774,1008,1000
31.113928506774,1008,1000
31.122987506774,1008,1000
31.135616506774,1008,1000
31.142987506774,1008,1000
31.153883506774,1008,1000
31.162987506774,1008,1000
31.173757506774,1008,1000
31.182987506774,1008,1000
31.192987506774,1008,1000
31.202987520469,1008,1000
31.212987520469,1008,1000
31.222987520469,1008,1000
31.232987520469,1008,1000
31.242987520469,1008,1000
31.253874520469,1008,1000
31.262987520469,1008,1000
31.272987520469,1008,1000
31.282987520469,1008,1000
31.294608520469,1008,1000
31.303676534046,1008,1000
31.312987534046,1008,1000
31.324036534046,1008,1000
31.332987534046,1008,1000
31.342987534046,1008,1000
31.353739534046,1008,1000
31.362987534046,1008,1000
31.37357740953,1008,1000
31.382987534046,1008,1000
31.394221534046,1008,1000
31.404428547505,1008,1000
31.412987547505,1008,1000
31.422987547505,1008,1000
31.432987547505,1008,1000
31.442987547505,1008,1000
31.453640547505,1008,1000
31.462987547505,1008,1000
31.472987547505,1008,1000
31.482987547505,1008,1000
31.494329547505,1008,1000
31.502987560845,1008,1000
31.512987560845,1008,1000
31.522987560845,1008,1000
31.532987560845,1008,1000
31.542987560845,1008,1000
31.552987560845,1008,1000
31.563964560845,1008,1000
31.573613560845,1008,1000
31.584329560845,1008,1000
31.593640560845,1008,1000
31.602987574063,1008,1000
31.613703574063,1008,1000
31.623811574063,1008,1000
31.633811574063,1008,1000
31.642987574063,1008,1000
31.667529574063,1008,1000
31.668333782541,1008,1000
31.675112574063,1008,1000
31.683949102559,1008,1000
31.692987574063,1008,1000
31.702987587159,1008,1000
