X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
70.58495275615,1
71.58495275615,2
104.015650682103,3
162.514680215875,4
226.161402507962,5
371.365339584637,6
