X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
66.536967359655,1
67.536967359655,2
103.676733988907,3
104.676733988907,4
166.743753085193,5
225.293161421831,6
226.293161421831,7
353.666868942124,8
