X,frankfurt_urban_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
106.030621642357,1
107.030621642357,2
166.992403989657,3
226.886036629391,4
360.058317866254,5
434.336370900118,6
