X,frankfurt_urban_n_vehicles.MA[6].idLayer/sequenceUpdateDa:vector
15.9,0
97.482168291835,1
97.492168291835,2
97.502168291835,3
97.512168291835,4
97.522168291835,5
97.532168291835,6
97.542168291835,7
97.552168291835,8
97.562168291835,9
97.572168291835,10
97.582168291835,11
97.592168291835,12
97.602168291835,13
97.612168291835,14
97.622168291835,15
97.632168291835,16
97.642168291835,17
97.652168291835,18
97.662168291835,19
97.672168291835,20
97.682168291835,21
97.692168291835,22
97.702168291835,23
97.712168291835,24
97.722168291835,25
97.732168291835,26
97.742168291835,27
97.752168291835,28
97.762168291835,29
97.772168291835,30
97.782168291835,31
97.792168291835,32
97.802168291835,33
97.812168291835,34
97.822168291835,35
97.832168291835,36
97.842168291835,37
97.852168291835,38
97.862168291835,39
97.872168291835,40
97.882168291835,41
97.892168291835,42
97.902168291835,43
97.912168291835,44
97.922168291835,45
97.932168291835,46
97.942168291835,47
97.952168291835,48
97.962168291835,49
97.972168291835,50
97.982168291835,51
97.992168291835,52
98.002168291835,53
98.012168291835,54
98.022168291835,55
98.032168291835,56
98.042168291835,57
98.052168291835,58
98.062168291835,59
98.072168291835,60
98.082168291835,61
98.092168291835,62
98.102168291835,63
98.112168291835,64
98.122168291835,65
98.132168291835,66
98.142168291835,67
98.152168291835,68
98.162168291835,69
98.172168291835,70
98.182168291835,71
98.192168291835,72
98.202168291835,73
98.212168291835,74
98.222168291835,75
98.232168291835,76
98.242168291835,77
98.252168291835,78
98.262168291835,79
98.272168291835,80
98.282168291835,81
98.292168291835,82
98.302168291835,83
98.312168291835,84
98.322168291835,85
98.332168291835,86
98.342168291835,87
98.352168291835,88
98.362168291835,89
98.372168291835,90
98.382168291835,91
98.392168291835,92
98.402168291835,93
98.412168291835,94
98.422168291835,95
98.432168291835,96
98.442168291835,97
98.452168291835,98
98.462168291835,99
98.472168291835,100
98.482168291835,101
98.492168291835,102
98.502168291835,103
98.512168291835,104
98.522168291835,105
98.532168291835,106
98.542168291835,107
98.552168291835,108
98.562168291835,109
98.572168291835,110
98.582168291835,111
98.592168291835,112
98.602168291835,113
98.612168291835,114
98.622168291835,115
98.632168291835,116
98.642168291835,117
98.652168291835,118
98.662168291835,119
98.672168291835,120
98.682168291835,121
98.692168291835,122
98.702168291835,123
98.712168291835,124
98.722168291835,125
98.732168291835,126
98.742168291835,127
98.752168291835,128
98.762168291835,129
98.772168291835,130
98.782168291835,131
98.792168291835,132
98.802168291835,133
98.812168291835,134
98.822168291835,135
98.832168291835,136
98.842168291835,137
98.852168291835,138
98.862168291835,139
98.872168291835,140
98.882168291835,141
98.892168291835,142
98.902168291835,143
98.912168291835,144
98.922168291835,145
98.932168291835,146
98.942168291835,147
98.952168291835,148
98.962168291835,149
98.972168291835,150
98.982168291835,151
98.992168291835,152
99.002168291835,153
99.012168291835,154
99.022168291835,155
99.032168291835,156
99.042168291835,157
99.052168291835,158
99.062168291835,159
99.072168291835,160
99.082168291835,161
99.092168291835,162
99.102168291835,163
99.112168291835,164
99.122168291835,165
99.132168291835,166
99.142168291835,167
99.152168291835,168
99.162168291835,169
99.172168291835,170
99.182168291835,171
99.192168291835,172
99.202168291835,173
99.212168291835,174
99.222168291835,175
99.232168291835,176
99.242168291835,177
99.252168291835,178
99.262168291835,179
99.272168291835,180
99.282168291835,181
99.292168291835,182
99.302168291835,183
99.312168291835,184
99.322168291835,185
99.332168291835,186
99.342168291835,187
99.352168291835,188
99.362168291835,189
99.372168291835,190
99.382168291835,191
99.392168291835,192
99.402168291835,193
99.412168291835,194
99.422168291835,195
99.432168291835,196
99.442168291835,197
99.452168291835,198
99.462168291835,199
99.472168291835,200
99.482168291835,201
99.492168291835,202
99.502168291835,203
99.512168291835,204
99.522168291835,205
99.532168291835,206
99.542168291835,207
99.552168291835,208
99.562168291835,209
99.572168291835,210
99.582168291835,211
99.592168291835,212
99.602168291835,213
99.612168291835,214
99.622168291835,215
99.632168291835,216
99.642168291835,217
99.652168291835,218
99.662168291835,219
99.672168291835,220
99.682168291835,221
99.692168291835,222
99.702168291835,223
99.712168291835,224
99.722168291835,225
99.732168291835,226
99.742168291835,227
99.752168291835,228
99.762168291835,229
