X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
192.740117003101,1
193.740117003101,2
195.740117003101,3
199.740117003101,4
207.740117003101,5
223.740117003101,6
255.740117003101,7
287.740117003101,8
290.831862537576,1
291.831862537576,2
293.831862537576,3
297.831862537576,4
305.831862537576,5
321.831862537576,6
336.372369878362,1
337.372369878362,2
339.372369878362,3
343.372369878362,4
351.372369878362,5
367.372369878362,6
