X,frankfurt_urban_n_vehicles_mipv6.MA[4].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
189.281900888638,1
190.281900888638,2
192.281900888638,3
196.281900888638,4
204.281900888638,5
220.281900888638,6
252.281900888638,7
284.281900888638,8
303.586749672049,1
304.586749672049,2
306.586749672049,3
310.586749672049,4
318.586749672049,5
334.586749672049,6
343.333286060302,1
344.333286060302,2
346.333286060302,3
350.333286060302,4
358.333286060302,5
374.333286060302,6
