X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
151.933642651392,1
152.933642651392,2
154.933642651392,3
158.933642651392,4
166.933642651392,5
182.933642651392,6
214.933642651392,7
246.933642651392,8
278.933642651392,9
295.600436387753,1
296.600436387753,2
298.600436387753,3
302.600436387753,4
310.600436387753,5
326.600436387753,6
333.762455632334,1
334.762455632334,2
336.762455632334,3
340.762455632334,4
348.762455632334,5
364.762455632334,6
