X,frankfurt_urban_n_vehicles_multi_radio.MA[0].tcp/rcvd seq
30.194305544556,7.54753e+06
30.200076377299,7.54753e+06
30.200690633577,7.54753e+06
30.206509235475,7.54807e+06
30.207403491753,7.5486e+06
30.213200617989,7.54914e+06
30.214274874267,7.54968e+06
30.226790130545,7.55021e+06
30.227846386823,7.55075e+06
30.230639643101,7.55128e+06
30.231659899379,7.55182e+06
30.232788155657,7.55236e+06
30.233294411935,7.55289e+06
30.233962668213,7.55343e+06
30.238091949603,7.55396e+06
30.240305205881,7.5545e+06
30.241253462159,7.55504e+06
30.241822718437,7.55557e+06
30.242391974715,7.55611e+06
30.243511230993,7.55664e+06
30.245804743549,7.55718e+06
30.246382999827,7.55772e+06
30.249199512383,7.55825e+06
30.258936562607,7.55879e+06
30.260482818885,7.55932e+06
30.261350075163,7.55986e+06
30.263146587719,7.5604e+06
30.266894356553,7.56093e+06
30.269501869109,7.56147e+06
30.271938381665,7.562e+06
30.273547637943,7.56254e+06
30.275482894221,7.56308e+06
30.276133150499,7.56361e+06
30.277978919333,7.56415e+06
30.279071175611,7.56468e+06
30.279595431889,7.56522e+06
30.281113944445,7.56576e+06
30.282125200723,7.56629e+06
30.283253457001,7.56683e+06
30.284201713279,7.56736e+06
30.285140969557,7.5679e+06
30.286125225835,7.56844e+06
30.288822738391,7.56897e+06
30.289743994669,7.56951e+06
30.290277250947,7.57004e+06
30.291795763503,7.57058e+06
30.292762019781,7.57112e+06
30.293466276059,7.57165e+06
30.294966532337,7.57219e+06
30.295454788615,7.57272e+06
30.297566301171,7.57326e+06
30.301885584494,7.5738e+06
30.304897956034,7.57433e+06
30.30633550465,7.57487e+06
30.307818053266,7.5754e+06
30.308865327574,7.57594e+06
30.324707522038,7.57648e+06
30.325790796346,7.57701e+06
30.326748070654,7.57755e+06
30.327822344962,7.57808e+06
30.32953961927,7.57862e+06
30.330397893578,7.57916e+06
30.331484167886,7.57969e+06
30.332950442194,7.58023e+06
30.333672716502,7.58076e+06
30.335695265118,7.5813e+06
30.337087813734,7.58184e+06
30.34059936235,7.58237e+06
30.341204636658,7.58291e+06
30.342287910966,7.58344e+06
30.342785185274,7.58398e+06
30.344024459582,7.58452e+06
30.34610273389,7.58505e+06
30.347132008198,7.58559e+06
30.350696654046,7.58612e+06
30.352458928354,7.58666e+06
30.354894751278,7.5872e+06
30.355491025586,7.58773e+06
30.356240299894,7.58827e+06
30.356719574202,7.5888e+06
30.35805084851,7.58934e+06
30.359452122818,7.58988e+06
30.360574397126,7.59041e+06
30.361053671434,7.59095e+06
30.36413622005,7.59148e+06
