X,frankfurt_urban_n_vehicles.MA[7].idLayer/sequenceUpdateCa:vector
109.589365615399,1
201.982583300076,2
305.74836204506,3
347.716740243782,4
384.820899236075,5
385.320899236075,6
385.820899236075,7
386.320899236075,8
386.724949283773,9
387.224949283773,10
387.724949283773,11
388.224949283773,12
388.573445496732,13
389.073445496732,14
389.573445496732,15
390.073445496732,16
390.536566203304,17
391.036566203304,18
391.536566203304,19
392.036566203304,20
392.536566203304,21
393.036566203304,22
393.536566203304,23
394.036566203304,24
394.536566203304,25
395.036566203304,26
395.536566203304,27
396.036566203304,28
396.536566203304,29
397.036566203304,30
397.536566203304,31
398.036566203304,32
398.536566203304,33
399.036566203304,34
399.536566203304,35
400.036566203304,36
400.536566203304,37
401.036566203304,38
401.536566203304,39
402.036566203304,40
402.536566203304,41
403.036566203304,42
403.536566203304,43
404.036566203304,44
404.536566203304,45
405.036566203304,46
405.536566203304,47
406.036566203304,48
406.536566203304,49
407.036566203304,50
407.536566203304,51
408.036566203304,52
408.536566203304,53
409.036566203304,54
409.536566203304,55
410.036566203304,56
410.536566203304,57
411.036566203304,58
411.536566203304,59
412.036566203304,60
412.536566203304,61
413.036566203304,62
413.536566203304,63
414.036566203304,64
414.536566203304,65
414.753809353132,66
415.253809353132,67
415.753809353132,68
416.253809353132,69
416.346086724748,70
