X,frankfurt_urban_n_vehicles.MA[5].idLayer/sequenceUpdateCa:vector
199.640295903789,1
301.070785636823,2
342.399410316079,3
382.635180594731,4
383.135180594731,5
383.635180594731,6
384.135180594731,7
384.16048840909,8
384.66048840909,9
385.16048840909,10
385.66048840909,11
386.16048840909,12
386.66048840909,13
387.16048840909,14
387.66048840909,15
388.16048840909,16
388.66048840909,17
389.16048840909,18
389.66048840909,19
390.16048840909,20
390.66048840909,21
391.16048840909,22
391.66048840909,23
392.16048840909,24
392.66048840909,25
393.16048840909,26
393.66048840909,27
394.16048840909,28
394.66048840909,29
395.16048840909,30
395.66048840909,31
396.16048840909,32
396.66048840909,33
397.16048840909,34
397.66048840909,35
398.16048840909,36
398.66048840909,37
399.16048840909,38
399.66048840909,39
400.16048840909,40
400.66048840909,41
401.16048840909,42
401.66048840909,43
402.16048840909,44
402.66048840909,45
403.16048840909,46
403.270519027305,47
403.770519027305,48
404.270519027305,49
404.770519027305,50
404.871121261576,51
