X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
192.128110197964,1
193.128110197964,2
195.128110197964,3
199.128110197964,4
207.128110197964,5
223.128110197964,6
255.128110197964,7
287.128110197964,8
293.374320518974,1
294.374320518974,2
296.374320518974,3
300.374320518974,4
308.374320518974,5
324.374320518974,6
333.358284383242,1
334.358284383242,2
336.358284383242,3
340.358284383242,4
348.358284383242,5
364.358284383242,6
396.358284383242,7
398.6962425848,1
399.6962425848,2
401.6962425848,3
