X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
191.153631461885,1
192.153631461885,2
194.153631461885,3
198.153631461885,4
206.153631461885,5
222.153631461885,6
254.153631461885,7
286.153631461885,8
300.959322510688,1
301.959322510688,2
303.959322510688,3
307.959322510688,4
315.959322510688,5
331.959322510688,6
345.027804189194,1
346.027804189194,2
348.027804189194,3
352.027804189194,4
360.027804189194,5
376.027804189194,6
