X,frankfurt_urban_n_vehicles.MA[7].idLayer/sequenceUpdateCa:vector
204.662083607517,1
301.878067856163,2
302.378067856163,3
302.878067856163,4
348.343180195313,5
404.744840851953,6
405.244840851953,7
405.744840851953,8
406.244840851953,9
406.744840851953,10
407.244840851953,11
407.744840851953,12
408.244840851953,13
408.744840851953,14
409.244840851953,15
409.744840851953,16
410.244840851953,17
410.744840851953,18
411.244840851953,19
411.744840851953,20
412.244840851953,21
412.744840851953,22
413.244840851953,23
413.744840851953,24
414.244840851953,25
414.744840851953,26
415.244840851953,27
415.744840851953,28
416.244840851953,29
416.744840851953,30
417.244840851953,31
417.744840851953,32
418.244840851953,33
418.744840851953,34
419.244840851953,35
419.744840851953,36
420.244840851953,37
420.744840851953,38
421.244840851953,39
421.744840851953,40
422.244840851953,41
422.744840851953,42
423.244840851953,43
423.744840851953,44
424.244840851953,45
424.744840851953,46
425.244840851953,47
425.744840851953,48
426.244840851953,49
426.744840851953,50
427.244840851953,51
427.744840851953,52
428.244840851953,53
428.744840851953,54
429.244840851953,55
429.744840851953,56
430.244840851953,57
430.744840851953,58
431.244840851953,59
431.744840851953,60
432.244840851953,61
432.744840851953,62
433.244840851953,63
433.744840851953,64
434.244840851953,65
434.744840851953,66
435.244840851953,67
435.744840851953,68
436.244840851953,69
436.744840851953,70
437.244840851953,71
437.744840851953,72
438.244840851953,73
438.744840851953,74
439.244840851953,75
439.744840851953,76
440.244840851953,77
440.744840851953,78
441.244840851953,79
441.744840851953,80
442.244840851953,81
442.744840851953,82
443.244840851953,83
443.744840851953,84
