X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
198.001285250113,1
199.001285250113,2
201.001285250113,3
205.001285250113,4
213.001285250113,5
229.001285250113,6
261.001285250113,7
293.001285250113,8
300.237023283094,1
301.237023283094,2
303.237023283094,3
307.237023283094,4
315.237023283094,5
331.237023283094,6
340.149268819066,1
341.149268819066,2
343.149268819066,3
347.149268819066,4
355.149268819066,5
371.149268819066,6
