X,frankfurt_urban_n_vehicles_mipv6.MA[1].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
185.52707944591,1
186.52707944591,2
188.52707944591,3
192.52707944591,4
200.52707944591,5
216.52707944591,6
248.52707944591,7
280.52707944591,8
295.958375160648,1
296.958375160648,2
298.958375160648,3
302.958375160648,4
310.958375160648,5
326.958375160648,6
331.756919195297,1
332.756919195297,2
334.756919195297,3
338.756919195297,4
346.756919195297,5
362.756919195297,6
394.756919195297,7
399.642508614699,1
400.642508614699,2
