X,frankfurt_urban_n_vehicles.MA[4].idLayer/sequenceUpdateCa:vector
62.202372951887,1
62.702372951887,2
63.202372951887,3
63.702372951887,4
64.202372951887,5
64.702372951887,6
65.202372951887,7
65.702372951887,8
66.202372951887,9
66.702372951887,10
67.202372951887,11
67.702372951887,12
68.202372951887,13
68.702372951887,14
69.202372951887,15
69.702372951887,16
70.202372951887,17
70.702372951887,18
71.202372951887,19
71.702372951887,20
72.202372951887,21
72.702372951887,22
73.202372951887,23
73.702372951887,24
74.202372951887,25
74.702372951887,26
75.202372951887,27
75.702372951887,28
76.202372951887,29
76.702372951887,30
77.202372951887,31
77.702372951887,32
78.202372951887,33
78.702372951887,34
79.202372951887,35
79.702372951887,36
80.202372951887,37
80.702372951887,38
81.202372951887,39
81.702372951887,40
82.202372951887,41
82.702372951887,42
83.202372951887,43
83.702372951887,44
84.202372951887,45
84.702372951887,46
85.202372951887,47
85.702372951887,48
86.202372951887,49
86.702372951887,50
87.202372951887,51
87.702372951887,52
88.202372951887,53
88.702372951887,54
89.202372951887,55
89.702372951887,56
90.202372951887,57
90.702372951887,58
91.202372951887,59
91.702372951887,60
92.202372951887,61
92.702372951887,62
93.202372951887,63
93.702372951887,64
94.202372951887,65
94.702372951887,66
95.202372951887,67
95.702372951887,68
96.202372951887,69
96.702372951887,70
97.202372951887,71
97.702372951887,72
98.202372951887,73
98.702372951887,74
99.202372951887,75
99.702372951887,76
100.202372951887,77
100.702372951887,78
101.202372951887,79
101.702372951887,80
102.202372951887,81
102.702372951887,82
103.202372951887,83
103.702372951887,84
104.202372951887,85
104.702372951887,86
105.202372951887,87
105.702372951887,88
106.202372951887,89
106.702372951887,90
107.202372951887,91
107.702372951887,92
108.202372951887,93
108.702372951887,94
109.202372951887,95
109.702372951887,96
110.202372951887,97
110.702372951887,98
111.202372951887,99
111.702372951887,100
112.202372951887,101
112.702372951887,102
113.202372951887,103
113.702372951887,104
114.202372951887,105
114.702372951887,106
115.202372951887,107
115.702372951887,108
116.202372951887,109
116.702372951887,110
117.202372951887,111
117.702372951887,112
118.202372951887,113
118.702372951887,114
119.202372951887,115
119.702372951887,116
120.202372951887,117
120.702372951887,118
121.202372951887,119
121.702372951887,120
122.202372951887,121
122.702372951887,122
123.202372951887,123
123.702372951887,124
124.202372951887,125
124.702372951887,126
125.202372951887,127
125.702372951887,128
126.202372951887,129
126.702372951887,130
127.202372951887,131
127.702372951887,132
128.202372951887,133
128.702372951887,134
129.202372951887,135
129.702372951887,136
130.202372951887,137
130.702372951887,138
131.202372951887,139
131.702372951887,140
132.202372951887,141
132.702372951887,142
133.202372951887,143
133.702372951887,144
134.202372951887,145
134.702372951887,146
135.202372951887,147
135.702372951887,148
136.202372951887,149
136.702372951887,150
137.202372951887,151
137.702372951887,152
138.202372951887,153
138.702372951887,154
139.202372951887,155
139.702372951887,156
140.202372951887,157
140.702372951887,158
141.202372951887,159
141.702372951887,160
142.202372951887,161
142.702372951887,162
143.202372951887,163
143.702372951887,164
144.202372951887,165
144.702372951887,166
145.202372951887,167
145.702372951887,168
146.202372951887,169
146.702372951887,170
147.202372951887,171
147.702372951887,172
148.202372951887,173
148.702372951887,174
149.202372951887,175
149.702372951887,176
150.202372951887,177
150.702372951887,178
151.202372951887,179
151.702372951887,180
152.202372951887,181
152.702372951887,182
153.202372951887,183
153.702372951887,184
154.202372951887,185
154.702372951887,186
155.202372951887,187
155.702372951887,188
156.202372951887,189
156.702372951887,190
157.202372951887,191
157.702372951887,192
158.202372951887,193
158.702372951887,194
159.202372951887,195
159.702372951887,196
160.202372951887,197
160.702372951887,198
161.202372951887,199
161.702372951887,200
162.202372951887,201
162.702372951887,202
163.202372951887,203
163.702372951887,204
164.202372951887,205
164.702372951887,206
165.202372951887,207
165.702372951887,208
166.202372951887,209
166.702372951887,210
167.202372951887,211
167.702372951887,212
168.202372951887,213
168.702372951887,214
169.202372951887,215
169.702372951887,216
170.202372951887,217
170.702372951887,218
171.202372951887,219
171.702372951887,220
172.202372951887,221
172.702372951887,222
173.202372951887,223
173.702372951887,224
174.202372951887,225
174.702372951887,226
175.202372951887,227
175.702372951887,228
176.202372951887,229
176.702372951887,230
177.202372951887,231
177.702372951887,232
178.202372951887,233
178.702372951887,234
179.202372951887,235
179.702372951887,236
180.202372951887,237
180.702372951887,238
181.202372951887,239
181.702372951887,240
182.202372951887,241
182.702372951887,242
183.202372951887,243
183.702372951887,244
184.202372951887,245
184.702372951887,246
185.202372951887,247
185.702372951887,248
186.202372951887,249
186.702372951887,250
187.202372951887,251
187.702372951887,252
188.202372951887,253
188.702372951887,254
189.202372951887,255
189.702372951887,256
190.202372951887,257
190.702372951887,258
191.202372951887,259
191.702372951887,260
192.202372951887,261
192.702372951887,262
193.202372951887,263
193.581817979639,264
194.081817979639,265
194.581817979639,266
300.746136765951,267
301.246136765951,268
301.746136765951,269
302.246136765951,270
302.746136765951,271
303.246136765951,272
303.746136765951,273
337.95049547934,274
338.45049547934,275
338.95049547934,276
339.45049547934,277
339.95049547934,278
409.231759768868,279
