X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
211.995014063735,1
212.995014063735,2
214.995014063735,3
218.995014063735,4
226.995014063735,5
242.995014063735,6
274.995014063735,7
300.606863422132,1
301.606863422132,2
303.606863422132,3
307.606863422132,4
315.606863422132,5
331.606863422132,6
345.066579720167,1
346.066579720167,2
348.066579720167,3
352.066579720167,4
360.066579720167,5
376.066579720167,6
404.360702295856,1
405.360702295856,2
407.360702295856,3
411.360702295856,4
419.360702295856,5
435.360702295856,6
