X,frankfurt_urban_n_vehicles_mipv6.MA[6].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
194.066359035595,1
195.066359035595,2
197.066359035595,3
201.066359035595,4
209.066359035595,5
225.066359035595,6
257.066359035595,7
289.066359035595,8
300.8749333351,1
301.8749333351,2
303.8749333351,3
307.8749333351,4
315.8749333351,5
331.8749333351,6
342.396012933524,1
343.396012933524,2
345.396012933524,3
349.396012933524,4
357.396012933524,5
373.396012933524,6
405.396012933524,7
412.670372029053,1
413.670372029053,2
415.670372029053,3
419.670372029053,4
427.670372029053,5
