X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
199.896866221609,1
200.896866221609,2
202.896866221609,3
206.896866221609,4
214.896866221609,5
230.896866221609,6
262.896866221609,7
294.896866221609,8
296.608206248417,1
297.608206248417,2
299.608206248417,3
303.608206248417,4
311.608206248417,5
327.608206248417,6
342.590785827779,1
343.590785827779,2
345.590785827779,3
349.590785827779,4
357.590785827779,5
373.590785827779,6
402.133638852077,1
403.133638852077,2
405.133638852077,3
