X,frankfurt_urban_n_vehicles_mipv6.MA[7].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
216.609854270789,1
217.609854270789,2
219.609854270789,3
223.609854270789,4
231.609854270789,5
247.609854270789,6
279.609854270789,7
298.301701418597,1
299.301701418597,2
301.301701418597,3
305.301701418597,4
313.301701418597,5
329.301701418597,6
347.461885853626,1
348.461885853626,2
350.461885853626,3
354.461885853626,4
362.461885853626,5
378.461885853626,6
391.058500005863,1
392.058500005863,2
394.058500005863,3
398.058500005863,4
406.058500005863,5
