X,frankfurt_urban_n_vehicles.MA[2].idLayer/sequenceUpdateCa:vector
204.17855931024,1
293.211657002244,2
337.259823880604,3
375.72517268625,4
376.22517268625,5
376.72517268625,6
377.22517268625,7
377.682198274199,8
378.182198274199,9
378.682198274199,10
379.182198274199,11
379.682198274199,12
380.182198274199,13
380.682198274199,14
381.182198274199,15
381.682198274199,16
382.182198274199,17
382.682198274199,18
383.182198274199,19
383.682198274199,20
384.182198274199,21
384.682198274199,22
385.182198274199,23
385.682198274199,24
386.182198274199,25
386.682198274199,26
387.182198274199,27
387.682198274199,28
388.182198274199,29
388.682198274199,30
389.182198274199,31
389.682198274199,32
390.182198274199,33
390.682198274199,34
391.182198274199,35
391.682198274199,36
392.182198274199,37
392.682198274199,38
393.182198274199,39
393.682198274199,40
394.182198274199,41
394.682198274199,42
395.182198274199,43
395.682198274199,44
396.182198274199,45
396.64141071238,46
397.14141071238,47
397.64141071238,48
397.841573220203,49
