X,frankfurt_urban_n_vehicles.MA[4].idLayer/sequenceUpdateCa:vector
60.334867831328,1
60.834867831328,2
61.334867831328,3
61.834867831328,4
62.334867831328,5
62.834867831328,6
63.334867831328,7
63.834867831328,8
64.334867831328,9
64.834867831328,10
65.334867831328,11
65.834867831328,12
66.334867831328,13
66.834867831328,14
67.334867831328,15
67.834867831328,16
68.334867831328,17
68.834867831328,18
69.334867831328,19
69.834867831328,20
70.334867831328,21
70.834867831328,22
71.334867831328,23
71.834867831328,24
72.334867831328,25
72.834867831328,26
73.334867831328,27
73.834867831328,28
74.334867831328,29
74.834867831328,30
75.334867831328,31
75.834867831328,32
76.334867831328,33
76.834867831328,34
77.334867831328,35
77.834867831328,36
78.334867831328,37
78.834867831328,38
79.334867831328,39
79.834867831328,40
80.334867831328,41
80.834867831328,42
81.334867831328,43
81.834867831328,44
82.334867831328,45
