X,frankfurt_urban_n_vehicles.MA[5].udp/rcvdPk:vector(packetBytes),frankfurt_urban_n_vehicles.MA[5].udpApp[0]/rcvdPk:vector(packetBytes)
41.758223955292,1032,1024
41.762082907577,1032,1024
41.809951534134,1032,1024
41.830295056844,1032,1024
41.840202649653,1032,1024
41.840803606905,1032,1024
41.848723180062,1032,1024
41.893545413488,1032,1024
41.899286174714,1032,1024
41.991975857089,1032,1024
41.995172938221,1032,1024
42.070879441993,1032,1024
42.086899254439,1032,1024
42.089881323007,1032,1024
42.105655192335,1032,1024
42.116685303575,1032,1024
42.164977992003,1032,1024
42.254470644169,1032,1024
42.499813247353,1032,1024
42.59270449651,1032,1024
42.642641730402,1032,1024
42.657397646382,1032,1024
42.667814633538,1032,1024
42.709207883117,1032,1024
42.72138956932,1032,1024
42.732051892781,1032,1024
42.735778069343,1032,1024
42.740626342071,1032,1024
42.790272576831,1032,1024
42.808665967269,1032,1024
42.861880223881,1032,1024
42.865820665471,1032,1024
42.874513312136,1032,1024
42.908732493853,1032,1024
42.914368650324,1032,1024
42.91621226113,1032,1024
42.969385778276,1032,1024
43.061302513995,1032,1024
43.074505257113,1032,1024
43.094149479774,1032,1024
43.12357759489,1032,1024
43.127895347198,1032,1024
43.129882963159,1032,1024
43.181508776431,1032,1024
43.195924003295,1032,1024
43.197333736889,1032,1024
43.224133307605,1032,1024
43.233359813912,1032,1024
43.257909519429,1032,1024
43.261656121436,1032,1024
43.264433823909,1032,1024
43.276604760036,1032,1024
43.278911736388,1032,1024
43.293068333556,1032,1024
43.316401566225,1032,1024
43.359122021367,1032,1024
43.382325139803,1032,1024
43.384220550766,1032,1024
43.394265550766,1032,1024
43.427788154384,1032,1024
43.45340249882,1032,1024
43.458014628462,1032,1024
43.49366105427,1032,1024
43.533800675174,1032,1024
43.535700895816,1032,1024
43.537358068464,1032,1024
43.5651317849,1032,1024
43.583154351957,1032,1024
43.595050592425,1032,1024
43.603624062597,1032,1024
43.624939920629,1032,1024
43.62733392954,1032,1024
43.633826735874,1032,1024
43.64068668426,1032,1024
43.657357669706,1032,1024
43.661843166,1032,1024
43.662984807118,1032,1024
43.673147355785,1032,1024
43.745168311337,1032,1024
43.763599073946,1032,1024
43.773038886753,1032,1024
43.808561326834,1032,1024
43.840910710682,1032,1024
43.845172740428,1032,1024
43.846358946112,1032,1024
43.855016915541,1032,1024
43.856885763357,1032,1024
43.884238598159,1032,1024
43.892457541478,1032,1024
43.903791871288,1032,1024
43.962803758085,1032,1024
43.973886573903,1032,1024
43.978828169832,1032,1024
44.036066218953,1032,1024
44.052416043107,1032,1024
44.059396576112,1032,1024
44.07703253362,1032,1024
44.152818098873,1032,1024
44.168175360278,1032,1024
44.168857597586,1032,1024
44.171867387563,1032,1024
44.199483701544,1032,1024
44.201596961015,1032,1024
44.207518586464,1032,1024
44.21465812063,1032,1024
44.226709197098,1032,1024
44.228867444592,1032,1024
44.229450692086,1032,1024
44.23350190383,1032,1024
44.281204108161,1032,1024
44.289109561692,1032,1024
44.299427782054,1032,1024
44.368498716402,1032,1024
44.374611500979,1032,1024
44.391013143902,1032,1024
44.402574075619,1032,1024
44.408881208083,1032,1024
44.461840359954,1032,1024
44.463359627384,1032,1024
44.47528149079,1032,1024
44.636869015285,1032,1024
44.742511451134,1032,1024
44.815652088699,1032,1024
44.824266526683,1032,1024
44.89136149342,1032,1024
44.895371359772,1032,1024
44.918156464229,1032,1024
45.042366277617,1032,1024
45.048257517971,1032,1024
45.060597069943,1032,1024
45.061207393487,1032,1024
45.068038190229,1032,1024
45.084564326854,1032,1024
45.088458209806,1032,1024
45.095669164842,1032,1024
45.102736541085,1032,1024
45.113061065703,1032,1024
45.271146922122,1032,1024
45.273646301643,1032,1024
45.282653495562,1032,1024
45.291503681488,1032,1024
45.347729252258,1032,1024
45.387446118521,1032,1024
45.433585152627,1032,1024
45.451470835481,1032,1024
45.481250958904,1032,1024
45.508282244653,1032,1024
45.582273823608,1032,1024
45.626235337958,1032,1024
45.634129490014,1032,1024
45.637015434752,1032,1024
45.643260720686,1032,1024
45.66343926237,1032,1024
45.836487905412,1032,1024
45.83983845091,1032,1024
45.881566778372,1032,1024
45.956218389365,1032,1024
45.974566354125,1032,1024
45.979024165065,1032,1024
45.986795903425,1032,1024
45.991051395717,1032,1024
46.005076125326,1032,1024
46.132016772755,1032,1024
46.192190349198,1032,1024
46.194536727572,1032,1024
46.250237214254,1032,1024
46.310417352617,1032,1024
46.317619707655,1032,1024
46.353366193438,1032,1024
46.425003780491,1032,1024
46.433110978944,1032,1024
46.434414584277,1032,1024
46.45233973721,1032,1024
46.45634812583,1032,1024
46.456931558922,1032,1024
46.460424703212,1032,1024
46.461791136304,1032,1024
46.462419569396,1032,1024
46.464925484353,1032,1024
46.475457047672,1032,1024
46.480783511835,1032,1024
46.501168022436,1032,1024
46.536621441018,1032,1024
46.54161353446,1032,1024
46.550355228111,1032,1024
46.737833000549,1032,1024
46.741355921583,1032,1024
46.950742955489,1032,1024
47.026647554809,1032,1024
47.028849508865,1032,1024
47.100531014679,1032,1024
47.138173583981,1032,1024
47.139127068785,1032,1024
47.169347356031,1032,1024
47.231410330638,1032,1024
47.244015321111,1032,1024
47.248338745254,1032,1024
47.257282315143,1032,1024
47.261595554486,1032,1024
47.312154472809,1032,1024
47.372245417607,1032,1024
47.388093517444,1032,1024
47.408254070593,1032,1024
47.415560775603,1032,1024
47.423329493106,1032,1024
47.550750007301,1032,1024
47.561557343631,1032,1024
47.598015872378,1032,1024
47.674328849899,1032,1024
47.687145052589,1032,1024
47.688745573867,1032,1024
47.750002813586,1032,1024
47.7621528077,1032,1024
48.003061359676,1032,1024
48.00492522737,1032,1024
48.007820485944,1032,1024
48.011246769747,1032,1024
48.032176227165,1032,1024
48.050435335717,1032,1024
48.104849941973,1032,1024
48.111140957525,1032,1024
48.1491698415,1032,1024
48.163640712715,1032,1024
48.165041631565,1032,1024
48.198818741688,1032,1024
48.25894479178,1032,1024
48.263950771006,1032,1024
48.264498329524,1032,1024
48.27819550651,1032,1024
48.280676623546,1032,1024
48.282403200592,1032,1024
48.288324175365,1032,1024
48.316745252403,1032,1024
48.390530421645,1032,1024
48.394272660245,1032,1024
48.397238281601,1032,1024
48.410485077881,1032,1024
48.509666168256,1032,1024
48.514471254717,1032,1024
48.534710910037,1032,1024
48.545030426635,1032,1024
48.556236308294,1032,1024
48.585809488358,1032,1024
48.680381352672,1032,1024
48.683053284437,1032,1024
48.684809595629,1032,1024
48.726981970528,1032,1024
48.805751139164,1032,1024
48.840487222966,1032,1024
48.849952176609,1032,1024
48.859420489506,1032,1024
48.908619974939,1032,1024
48.913587922932,1032,1024
48.915966719203,1032,1024
48.923582078959,1032,1024
48.941085861421,1032,1024
48.961829573328,1032,1024
48.96247616662,1032,1024
49.405092720169,1032,1024
49.406504332963,1032,1024
49.408994642961,1032,1024
49.462061855854,1032,1024
49.646266479466,1032,1024
49.64827071835,1032,1024
49.648845337792,1032,1024
49.706353686064,1032,1024
49.744112686679,1032,1024
49.748729871351,1032,1024
49.749421493947,1032,1024
49.750095116543,1032,1024
49.754415262647,1032,1024
49.764176691238,1032,1024
49.766654425697,1032,1024
49.84725701893,1032,1024
49.858778965574,1032,1024
49.892477162089,1032,1024
49.986295652119,1032,1024
49.99265890366,1032,1024
50.007442731976,1032,1024
50.011865183548,1032,1024
50.021042568641,1032,1024
50.149239856636,1032,1024
50.188744612492,1032,1024
50.308588042997,1032,1024
