X,frankfurt_urban_n_vehicles_mipv6.MA[6].udpApp[0]/endToEndDelay:vector
44.473909271599,1.85148
44.474641243051,1.84222
44.50130772602,1.01888
44.683875807782,1.01145
44.79312913836,1.0007
44.871441505787,0.959016
44.874446058035,0.952021
44.913138087546,0.950713
44.940473657964,0.938049
45.000792306551,0.948367
45.156303596905,0.823879
45.263634373044,0.821209
45.351549259617,0.749124
45.425891522107,0.733466
45.478911041619,0.716486
45.481028698603,0.678604
45.490482493003,0.668057
45.529704539054,0.687279
45.554633792738,0.672209
45.557644611742,0.64522
45.579505420704,0.60708
45.607584490517,0.615159
45.614588338519,0.582163
45.646888137673,0.574463
45.667101980691,0.564677
45.671666442447,0.539241
45.698444285465,0.536019
45.70185337109,0.509428
45.70547907611,0.503054
45.738428091466,0.486003
45.757627190264,0.495202
45.769512844448,0.447088
45.805569724647,0.473145
45.810153846305,0.437729
45.837069905473,0.434645
45.843118196507,0.390693
45.860606086299,0.398181
45.886187935867,0.363763
45.893138825659,0.360714
45.921231141211,0.368806
45.940685876799,0.368261
45.943581020919,0.361156
45.987906165039,0.395481
46.031233094392,0.418808
46.052663442304,0.430238
46.056273377064,0.413848
46.059050311824,0.406625
46.067893263942,0.395468
46.076942198702,0.394517
46.080354133462,0.387929
46.09672365758,0.364299
46.101436605022,0.359012
46.125200165542,0.342775
46.136914122018,0.344489
46.148443078494,0.336018
46.15253503497,0.33011
46.15453422258,0.322109
46.164377192392,0.311952
46.170283148868,0.307858
46.20083111249,0.328406
46.21038309031,0.327958
46.21394806813,0.321523
46.21971127688,0.307286
46.230469684176,0.268045
46.24687445502,0.244449
46.257164027318,0.234739
46.289781236068,0.257356
46.30940921621,0.256984
46.315237071674,0.252812
46.321289927138,0.248865
46.339879782602,0.257455
46.365702332912,0.263277
46.372921188376,0.260496
46.397027187044,0.274602
46.402499047616,0.270074
46.408240934778,0.265816
46.41612582194,0.263701
46.423011709102,0.250587
46.439449956518,0.257025
46.44420684368,0.251782
46.451074730842,0.24865
46.498142618004,0.285718
46.501854520521,0.279429
46.514286377941,0.251861
46.522392299127,0.249967
46.532483220313,0.250058
46.539630141499,0.247205
46.548020062685,0.245595
46.552505983871,0.240081
46.560863905057,0.238439
46.575947376809,0.243522
46.591782528449,0.249357
46.619329438859,0.246904
46.639861394139,0.257436
46.644158349419,0.251733
46.650865304699,0.24844
46.661203259979,0.248778
46.672104215259,0.249679
46.676158170539,0.243733
