X,frankfurt_urban_n_vehicles_mipv6.MA[3].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
198.938185684645,1
199.938185684645,2
201.938185684645,3
205.938185684645,4
213.938185684645,5
229.938185684645,6
261.938185684645,7
293.938185684645,8
295.323314032058,1
296.323314032058,2
298.323314032058,3
302.323314032058,4
310.323314032058,5
326.323314032058,6
340.971013252011,1
341.971013252011,2
343.971013252011,3
347.971013252011,4
355.971013252011,5
371.971013252011,6
402.085754858337,1
403.085754858337,2
405.085754858337,3
409.085754858337,4
417.085754858337,5
433.085754858337,6
