X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
194.21655927234,1
195.21655927234,2
197.21655927234,3
201.21655927234,4
209.21655927234,5
225.21655927234,6
257.21655927234,7
287.325641035892,1
288.325641035892,2
290.325641035892,3
294.325641035892,4
302.325641035892,5
318.325641035892,6
335.830892146433,1
336.830892146433,2
338.830892146433,3
342.830892146433,4
350.830892146433,5
366.830892146433,6
398.110760746179,1
399.110760746179,2
401.110760746179,3
405.110760746179,4
413.110760746179,5
429.110760746179,6
