X,frankfurt_urban_n_vehicles_mipv6.MA[5].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
185.580410029203,1
186.580410029203,2
188.580410029203,3
192.580410029203,4
200.580410029203,5
216.580410029203,6
248.580410029203,7
280.580410029203,8
304.595554633505,1
305.595554633505,2
307.595554633505,3
311.595554633505,4
319.595554633505,5
335.595554633505,6
344.261982531247,1
345.261982531247,2
347.261982531247,3
351.261982531247,4
359.261982531247,5
375.261982531247,6
404.117449429571,1
405.117449429571,2
407.117449429571,3
411.117449429571,4
419.117449429571,5
435.117449429571,6
