X,frankfurt_urban_n_vehicles_mipv6.MA[2].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
196.192042176731,1
197.192042176731,2
199.192042176731,3
203.192042176731,4
211.192042176731,5
227.192042176731,6
259.192042176731,7
291.192042176731,8
294.487690699176,1
295.487690699176,2
297.487690699176,3
301.487690699176,4
309.487690699176,5
325.487690699176,6
339.175004060962,1
340.175004060962,2
342.175004060962,3
346.175004060962,4
354.175004060962,5
370.175004060962,6
