X,frankfurt_urban_n_vehicles_mipv6.MA[0].networkLayer.mipv6support.xMobileIPv6/statVectorBUtoHA:vector
191.852702623596,1
192.852702623596,2
194.852702623596,3
198.852702623596,4
206.852702623596,5
222.852702623596,6
254.852702623596,7
286.852702623596,8
288.120956769091,1
289.120956769091,2
291.120956769091,3
295.120956769091,4
303.120956769091,5
319.120956769091,6
334.378426078269,1
335.378426078269,2
337.378426078269,3
341.378426078269,4
349.378426078269,5
365.378426078269,6
371.74433886444,1
372.74433886444,2
374.74433886444,3
