X,frankfurt_urban_n_vehicles_mipv6.MA[5].udp/rcvdPk:vector(packetBytes),frankfurt_urban_n_vehicles_mipv6.MA[5].udpApp[0]/rcvdPk:vector(packetBytes)
40.481473835946,1008,1000
40.485339657292,1008,1000
40.496224149994,1008,1000
40.506170165423,1008,1000
40.516368165423,1008,1000
40.525337165423,1008,1000
40.535990165423,1008,1000
40.545339664467,1008,1000
40.561630165423,1008,1000
40.568007380877,1008,1000
40.575339664467,1008,1000
40.585855165423,1008,1000
40.595339664467,1008,1000
40.605819180786,1008,1000
40.616913180786,1008,1000
40.62533967172,1008,1000
40.637129180786,1008,1000
40.647948180786,1008,1000
40.655981180786,1008,1000
40.666260180786,1008,1000
40.675391180786,1008,1000
40.68533967172,1008,1000
40.696658874875,1008,1000
40.709885196047,1008,1000
40.715945196047,1008,1000
40.745860196047,1008,1000
40.748900456681,1008,1000
40.751053717315,1008,1000
40.755339679023,1008,1000
40.766008196047,1008,1000
40.775956679023,1008,1000
40.786388679023,1008,1000
40.797669196047,1008,1000
40.805339686389,1008,1000
40.815339686389,1008,1000
40.826143211175,1008,1000
40.838601211175,1008,1000
40.847093403136,1008,1000
40.857989211175,1008,1000
40.866494211175,1008,1000
40.875339686389,1008,1000
40.885339686389,1008,1000
40.895391211175,1008,1000
40.906548226193,1008,1000
40.916521226193,1008,1000
40.926431226193,1008,1000
40.936742226193,1008,1000
40.946094226193,1008,1000
40.955339693791,1008,1000
40.965339693791,1008,1000
40.975999226193,1008,1000
40.985339693791,1008,1000
40.995346226193,1008,1000
41.005945240956,1008,1000
41.015339701118,1008,1000
41.039020240956,1008,1000
41.042159568594,1008,1000
41.045339701118,1008,1000
41.056841240956,1008,1000
41.065339701118,1008,1000
41.075339701118,1008,1000
41.087912240956,1008,1000
41.099074240956,1008,1000
41.106080255503,1008,1000
41.117890255503,1008,1000
41.128799255503,1008,1000
41.139740255503,1008,1000
41.148282210868,1008,1000
41.157458255503,1008,1000
41.165339708385,1008,1000
41.175400255503,1008,1000
41.185959255503,1008,1000
41.195339708385,1008,1000
41.205339715554,1008,1000
41.217971270078,1008,1000
41.228781270078,1008,1000
41.235339715554,1008,1000
41.245364270078,1008,1000
41.279475784922,1008,1000
41.280805156118,1008,1000
41.284439527314,1008,1000
41.28776389851,1008,1000
41.295339715554,1008,1000
41.307701284682,1008,1000
41.315319284682,1008,1000
41.327881284682,1008,1000
41.336370722654,1008,1000
41.346724284682,1008,1000
41.355339722654,1008,1000
41.366278284682,1008,1000
41.375339722654,1008,1000
41.385339722654,1008,1000
41.395339722654,1008,1000
41.409717299442,1008,1000
41.415391299442,1008,1000
41.430244299442,1008,1000
41.436190729778,1008,1000
41.454114299442,1008,1000
41.457883714226,1008,1000
41.467318299442,1008,1000
41.475339729778,1008,1000
41.487066299442,1008,1000
41.495339729778,1008,1000
41.505355314298,1008,1000
41.518322314298,1008,1000
41.525339736866,1008,1000
41.535339736866,1008,1000
41.546636736866,1008,1000
41.555319314298,1008,1000
41.565339736866,1008,1000
41.576170314298,1008,1000
41.601477329258,1008,1000
41.606835787974,1008,1000
41.61107824669,1008,1000
41.615409329258,1008,1000
41.629618329258,1008,1000
41.635339743894,1008,1000
41.648790329258,1008,1000
41.655339743894,1008,1000
41.665373329258,1008,1000
41.676654743894,1008,1000
41.685364329258,1008,1000
41.696724329258,1008,1000
41.707135865329,1008,1000
41.716098344382,1008,1000
41.726278344382,1008,1000
41.735364344382,1008,1000
41.746224344382,1008,1000
41.755339750932,1008,1000
41.767156344382,1008,1000
41.775918344382,1008,1000
41.785355344382,1008,1000
41.795339750932,1008,1000
41.821216359517,1008,1000
41.826629862533,1008,1000
41.828747365549,1008,1000
41.836841359517,1008,1000
41.845382359517,1008,1000
41.855938757935,1008,1000
41.869411359517,1008,1000
41.875339757935,1008,1000
41.889947359517,1008,1000
41.896152359517,1008,1000
41.909452374419,1008,1000
41.915339764913,1008,1000
41.926343764913,1008,1000
41.936814374419,1008,1000
41.946044374419,1008,1000
41.957228374419,1008,1000
41.973700374419,1008,1000
41.977408374419,1008,1000
41.985400374419,1008,1000
41.995339764913,1008,1000
42.005963389023,1008,1000
42.016404389023,1008,1000
42.025364389023,1008,1000
42.035339771869,1008,1000
42.049839389023,1008,1000
42.057453389023,1008,1000
42.065339771869,1008,1000
42.076422389023,1008,1000
42.085337389023,1008,1000
42.095339771869,1008,1000
42.10533977874,1008,1000
42.115328403402,1008,1000
42.125418403402,1008,1000
42.152459848108,1008,1000
42.155433415814,1008,1000
42.15679898352,1008,1000
42.167714403402,1008,1000
42.175373403402,1008,1000
42.18533977874,1008,1000
42.19533977874,1008,1000
42.205339785498,1008,1000
42.2166474174,1008,1000
42.248381854866,1008,1000
42.251373443328,1008,1000
42.25344603179,1008,1000
42.255339785498,1008,1000
42.265339785498,1008,1000
42.275339785498,1008,1000
42.285339785498,1008,1000
42.31766200199,1008,1000
42.332127316104,1008,1000
42.335059924994,1008,1000
42.336515533884,1008,1000
42.339588142774,1008,1000
42.347201431123,1008,1000
42.355339792203,1008,1000
42.370127431123,1008,1000
42.376233431123,1008,1000
42.385346431123,1008,1000
42.396406792203,1008,1000
42.405319444537,1008,1000
42.415339798805,1008,1000
42.441307868173,1008,1000
42.448530497079,1008,1000
42.449698125985,1008,1000
42.455974798805,1008,1000
42.465418444537,1008,1000
42.477944444537,1008,1000
42.485339798805,1008,1000
42.498844444537,1008,1000
42.505373457738,1008,1000
42.524308457738,1008,1000
42.52620110637,1008,1000
42.536062457738,1008,1000
42.548295457738,1008,1000
42.560118457738,1008,1000
42.566008457738,1008,1000
42.577571408857,1008,1000
42.586269457738,1008,1000
42.596044457738,1008,1000
42.606028811762,1008,1000
42.615373470596,1008,1000
42.625339811762,1008,1000
42.635382470596,1008,1000
42.645339811762,1008,1000
42.655891470596,1008,1000
42.666089470596,1008,1000
42.683234732508,1008,1000
42.689087470596,1008,1000
42.698880470596,1008,1000
42.705936483142,1008,1000
42.716458483142,1008,1000
42.736243483142,1008,1000
42.739779169952,1008,1000
42.745339818104,1008,1000
42.758916483142,1008,1000
42.767579483142,1008,1000
42.787899483142,1008,1000
42.789945169952,1008,1000
42.796134483142,1008,1000
42.807426495439,1008,1000
42.817471495439,1008,1000
42.825927495439,1008,1000
42.837219495439,1008,1000
42.845355495439,1008,1000
42.856949495439,1008,1000
42.866787495439,1008,1000
42.876010824355,1008,1000
42.888696495439,1008,1000
42.895339824355,1008,1000
42.909636507396,1008,1000
42.915564164063,1008,1000
42.925339830518,1008,1000
42.936035507396,1008,1000
42.951590507396,1008,1000
42.963790507396,1008,1000
42.967633230874,1008,1000
42.976152507396,1008,1000
42.985364507396,1008,1000
42.995339830518,1008,1000
43.005815087328,1008,1000
43.01533983659,1008,1000
43.026877519128,1008,1000
43.035828519128,1008,1000
43.047525519128,1008,1000
43.061900519128,1008,1000
43.065337519128,1008,1000
43.082332519128,1008,1000
43.087703019752,1008,1000
43.09533983659,1008,1000
43.105339842596,1008,1000
43.115990530554,1008,1000
43.139137530554,1008,1000
43.15035006307,1008,1000
43.153442595586,1008,1000
43.157972128102,1008,1000
43.169277232535,1008,1000
43.176116530554,1008,1000
43.185339842596,1008,1000
43.200140530554,1008,1000
43.21376854177,1008,1000
43.215749106054,1008,1000
43.22576554177,1008,1000
43.23701254177,1008,1000
43.245339848534,1008,1000
43.26313454177,1008,1000
43.266389106054,1008,1000
43.289678917902,1008,1000
43.297957482186,1008,1000
43.301893057371,1008,1000
43.309132552671,1008,1000
43.315339854349,1008,1000
43.329659552671,1008,1000
43.337757854349,1008,1000
43.347597552671,1008,1000
43.355339854349,1008,1000
43.365339854349,1008,1000
43.389834552671,1008,1000
43.407809525171,1008,1000
43.412375152143,1008,1000
43.414373779115,1008,1000
43.417777406087,1008,1000
43.426913563289,1008,1000
43.437174563289,1008,1000
43.446670563289,1008,1000
43.459285563289,1008,1000
43.465339860065,1008,1000
43.481513563289,1008,1000
43.485339860065,1008,1000
43.495409563289,1008,1000
43.511603573706,1008,1000
43.515792573706,1008,1000
43.525339865706,1008,1000
43.536512573706,1008,1000
43.545339865706,1008,1000
43.564942573706,1008,1000
43.569111231446,1008,1000
43.577059865706,1008,1000
43.594051573706,1008,1000
43.600634237023,1008,1000
43.611522583811,1008,1000
43.615339871283,1008,1000
43.626351359352,1008,1000
43.635883424743,1008,1000
43.647075583811,1008,1000
43.655328583811,1008,1000
43.665339871283,1008,1000
43.675373583811,1008,1000
43.685397359352,1008,1000
43.697237583811,1008,1000
43.717728593724,1008,1000
43.724904311568,1008,1000
43.730761029412,1008,1000
43.735339876796,1008,1000
43.745972593724,1008,1000
43.756179593724,1008,1000
43.767039593724,1008,1000
43.775339876796,1008,1000
43.791572593724,1008,1000
43.797260383663,1008,1000
43.821175603309,1008,1000
43.825839350435,1008,1000
43.831499097561,1008,1000
43.836089603309,1008,1000
43.845319603309,1008,1000
43.866919603309,1008,1000
43.871822350435,1008,1000
43.877832603309,1008,1000
43.891576603309,1008,1000
43.896190882211,1008,1000
43.906029830641,1008,1000
43.916098612708,1008,1000
43.926500431035,1008,1000
43.936278612708,1008,1000
43.947300612708,1008,1000
43.957863612708,1008,1000
43.967597612708,1008,1000
43.979129824254,1008,1000
43.988975612708,1008,1000
43.995851431035,1008,1000
44.00532862177,1008,1000
44.015339892808,1008,1000
44.02592762177,1008,1000
44.035339892808,1008,1000
44.04856562177,1008,1000
44.05764262177,1008,1000
44.06639562177,1008,1000
44.07847562177,1008,1000
44.085339892808,1008,1000
44.115741476907,1008,1000
44.123899309175,1008,1000
44.125898141443,1008,1000
44.149513973711,1008,1000
44.152282805979,1008,1000
44.161611638247,1008,1000
44.168058470515,1008,1000
44.172782302783,1008,1000
44.177953630646,1008,1000
44.188894630646,1008,1000
44.197013476907,1008,1000
44.20890763926,1008,1000
44.21901563926,1008,1000
44.22919563926,1008,1000
44.23536463926,1008,1000
44.24888963926,1008,1000
44.25672463926,1008,1000
44.266334903078,1008,1000
44.27535563926,1008,1000
44.285339903078,1008,1000
44.29813863926,1008,1000
44.305339908106,1008,1000
44.31824164761,1008,1000
44.32971864761,1008,1000
44.33927664761,1008,1000
44.346055908106,1008,1000
44.37701464761,1008,1000
44.381917534298,1008,1000
44.393521420986,1008,1000
44.401008312598,1008,1000
44.405848225732,1008,1000
44.410018138866,1008,1000
44.437131982398,1008,1000
44.440278895532,1008,1000
44.445073808666,1008,1000
44.4510077218,1008,1000
44.460910655724,1008,1000
44.470474542719,1008,1000
44.488124655724,1008,1000
44.494895568858,1008,1000
44.501873486854,1008,1000
44.50604466359,1008,1000
44.51594566359,1008,1000
44.526028917892,1008,1000
44.53773766359,1008,1000
44.56389998726,1008,1000
44.577701926348,1008,1000
44.603457193872,1008,1000
44.607933158482,1008,1000
44.612548123092,1008,1000
44.616807087702,1008,1000
44.621192052312,1008,1000
44.628242016922,1008,1000
44.631091981532,1008,1000
44.641522671258,1008,1000
44.658777671258,1008,1000
44.663707635868,1008,1000
44.668907600478,1008,1000
44.675339922658,1008,1000
44.685418671258,1008,1000
44.697471671258,1008,1000
44.706004604919,1008,1000
44.71534667866,1008,1000
