X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
45.613110354377,1
45.623110354377,2
45.623110354377,3
45.623110354377,4
45.623110354377,5
45.623110354377,6
45.623110354377,7
45.623110354377,8
45.623110354377,9
45.623110354377,10
45.623110354377,11
45.623110354377,12
45.623110354377,13
45.623110354377,14
45.623110354377,15
45.712164318275,16
45.713964090955,17
69.957089412398,18
69.967089412398,19
69.967089412398,20
69.967089412398,21
69.967089412398,22
69.967089412398,23
69.967089412398,24
69.967089412398,25
69.967089412398,26
69.967089412398,27
69.967089412398,28
69.967089412398,29
69.967089412398,30
69.967089412398,31
69.967089412398,32
95.02788482921,33
95.02893514352,34
101.830376605349,35
101.840376605349,36
101.840376605349,37
101.840376605349,38
101.840376605349,39
101.840376605349,40
101.840376605349,41
101.840376605349,42
101.840376605349,43
101.840376605349,44
101.840376605349,45
101.840376605349,46
101.840376605349,47
101.840376605349,48
101.840376605349,49
111.706699637313,50
111.707758720103,51
145.714586880649,52
145.787499743744,53
145.787499743744,54
147.210923147267,55
147.220923147267,56
147.220923147267,57
147.220923147267,58
147.220923147267,59
147.220923147267,60
147.220923147267,61
147.220923147267,62
147.220923147267,63
147.220923147267,64
147.220923147267,65
147.220923147267,66
147.220923147267,67
147.220923147267,68
147.220923147267,69
182.724071926843,70
182.734071926843,71
182.734071926843,72
182.734071926843,73
182.734071926843,74
182.734071926843,75
182.734071926843,76
182.734071926843,77
182.734071926843,78
182.734071926843,79
182.734071926843,80
182.734071926843,81
182.734071926843,82
182.734071926843,83
182.734071926843,84
183.761358263225,85
183.771358263225,86
183.771358263225,87
183.771358263225,88
183.771358263225,89
183.771358263225,90
183.771358263225,91
183.771358263225,92
183.771358263225,93
183.771358263225,94
183.771358263225,95
183.771358263225,96
183.771358263225,97
183.841094446433,98
183.843605993403,99
183.846563549309,100
183.846563549309,101
202.6544247117,102
202.655457050956,103
202.724893810583,104
202.734893810583,105
202.734893810583,106
202.734893810583,107
202.734893810583,108
202.734893810583,109
202.734893810583,110
202.734893810583,111
202.734893810583,112
202.734893810583,113
202.734893810583,114
202.734893810583,115
202.734893810583,116
202.734893810583,117
202.734893810583,118
229.393392676738,119
229.403392676738,120
229.403392676738,121
229.403392676738,122
229.403392676738,123
229.403392676738,124
229.403392676738,125
229.403392676738,126
229.403392676738,127
229.403392676738,128
229.403392676738,129
229.403392676738,130
229.403392676738,131
229.403392676738,132
229.403392676738,133
229.472120192348,134
229.473170485788,135
230.592318922681,136
230.602318922681,137
230.602318922681,138
230.602318922681,139
230.602318922681,140
230.602318922681,141
230.602318922681,142
230.602318922681,143
230.602318922681,144
230.602318922681,145
230.602318922681,146
230.602318922681,147
230.602318922681,148
230.602318922681,149
230.602318922681,150
264.489641380029,151
264.499641380029,152
264.499641380029,153
264.499641380029,154
264.499641380029,155
264.499641380029,156
264.499641380029,157
264.499641380029,158
264.499641380029,159
264.499641380029,160
264.499641380029,161
264.499641380029,162
264.499641380029,163
264.499641380029,164
264.499641380029,165
264.568397688083,166
264.569565232825,167
269.306407794647,168
269.316407794647,169
269.316407794647,170
269.316407794647,171
269.316407794647,172
269.316407794647,173
269.316407794647,174
269.316407794647,175
269.316407794647,176
269.316407794647,177
269.316407794647,178
269.316407794647,179
269.316407794647,180
269.316407794647,181
269.316407794647,182
270.823169966153,183
270.833169966153,184
270.833169966153,185
270.833169966153,186
270.833169966153,187
270.833169966153,188
270.833169966153,189
270.833169966153,190
270.833169966153,191
270.833169966153,192
270.833169966153,193
270.833169966153,194
270.833169966153,195
270.833169966153,196
270.833169966153,197
301.872270468387,198
301.882270468387,199
301.882270468387,200
301.882270468387,201
301.882270468387,202
301.882270468387,203
301.882270468387,204
301.882270468387,205
301.882270468387,206
301.882270468387,207
301.882270468387,208
301.882270468387,209
301.882270468387,210
301.882270468387,211
301.882270468387,212
301.951026210645,213
301.953089165973,214
398.715073106823,215
398.716683826049,216
398.738846826049,217
398.744818272667,218
398.747747057346,219
398.785609020495,220
398.785609020495,221
398.793381156215,222
398.812149463026,223
398.829187975097,224
398.829187975097,225
399.92891766891,226
399.93891766891,227
399.93891766891,228
400.010736499618,229
400.010736499618,230
400.016228167526,231
400.016228167526,232
415.582070001709,233
415.592070001709,234
415.592070001709,235
415.592070001709,236
415.592070001709,237
415.592070001709,238
415.592070001709,239
415.592070001709,240
415.592070001709,241
415.592070001709,242
415.592070001709,243
415.592070001709,244
415.592070001709,245
415.592070001709,246
415.592070001709,247
