X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
37.817772100903,1
45.060576276342,2
68.245038860253,3
94.213100707504,4
101.70297284608,5
103.496572663111,6
112.039053598361,7
137.034816561034,8
138.540218434802,9
153.517093355085,10
175.649393786025,11
176.760618809393,12
182.119999541366,13
183.925413171718,14
197.422480874376,15
220.542464227193,16
221.753872951017,17
227.015458237331,18
228.829700423759,19
261.443988399852,20
263.249455875837,21
268.352766169892,22
305.381650985607,23
402.969926260472,24
404.443276420816,25
416.49679258054,26
