X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
35.294685739113,1
45.14183378854,2
73.279548274999,3
94.96933384645,4
101.15006773872,5
102.619907215789,6
114.313110925747,7
136.996202363494,8
138.768685820871,9
147.03621556604,10
185.528898883293,11
187.05358240788,12
203.393140898672,13
229.048605187138,14
230.172917069054,15
265.401787096101,16
266.063632083422,17
267.129981784734,18
305.904786025938,19
398.687285251656,20
399.910462208731,21
413.808751432998,22
