X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
32.779928206034,1
46.385628058625,2
66.219340811905,3
70.78277841,4
72.603315242126,5
91.600611575767,6
102.992822388181,7
103.492822388181,8
103.992822388181,9
104.582626885277,10
113.264573289353,11
138.623566501841,12
140.099535904315,13
145.124054471791,14
184.480622152041,15
186.37007698587,16
202.848325991109,17
234.346664152498,18
235.533138581697,19
264.852837850773,20
266.168531068371,21
266.487133063193,22
297.685056349178,23
398.333212309229,24
400.099448319992,25
416.784771102269,26
