X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
29.696443267522,1
33.965443000186,2
35.772161135314,3
45.558570291132,4
67.605684607142,5
89.879676505137,6
102.979482395022,7
104.964113796848,8
110.172639312018,9
138.482563493353,10
140.182643404804,11
143.829995701342,12
186.00105905955,13
187.248521867089,14
205.094985128392,15
224.454982912271,16
225.645122778459,17
259.241921082787,18
267.114308334131,19
268.51087594871,20
298.139672733418,21
394.275876407001,22
395.837869728138,23
412.625433418148,24
