X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateDa:vector
0.1,0
33.683294362263,1
33.685046941799,2
47.061519842601,3
47.062660148545,4
70.307651382639,5
70.317651382639,6
70.317651382639,7
70.317651382639,8
70.317651382639,9
70.317651382639,10
70.317651382639,11
70.317651382639,12
70.317651382639,13
70.317651382639,14
70.317651382639,15
70.317651382639,16
70.317651382639,17
70.317651382639,18
70.317651382639,19
91.694703177004,20
91.69583389222,21
91.785685873497,22
104.449117404599,23
104.459117404599,24
104.459117404599,25
104.459117404599,26
104.459117404599,27
104.459117404599,28
104.459117404599,29
114.200116860342,30
114.210116860342,31
114.210116860342,32
114.210116860342,33
114.210116860342,34
114.210116860342,35
114.210116860342,36
114.210116860342,37
114.210116860342,38
114.210116860342,39
114.210116860342,40
114.210116860342,41
114.210116860342,42
114.210116860342,43
114.210116860342,44
148.248003253659,45
148.258003253659,46
148.258003253659,47
148.258003253659,48
148.258003253659,49
148.258003253659,50
148.258003253659,51
148.258003253659,52
148.258003253659,53
148.258003253659,54
148.258003253659,55
148.258003253659,56
148.258003253659,57
148.258003253659,58
148.258003253659,59
182.193320629663,60
182.203320629663,61
182.203320629663,62
182.203320629663,63
182.203320629663,64
182.203320629663,65
182.203320629663,66
182.203320629663,67
182.203320629663,68
182.203320629663,69
182.203320629663,70
182.203320629663,71
182.203320629663,72
182.203320629663,73
182.203320629663,74
183.730313199498,75
183.730313199498,76
183.730313199498,77
183.730313199498,78
183.730313199498,79
183.730313199498,80
183.730313199498,81
183.730313199498,82
183.730313199498,83
183.800435731242,84
183.800925263122,85
183.801369795002,86
183.803437858762,87
183.820785050042,88
183.830244113802,89
183.830244113802,90
198.342362100238,91
198.343313835988,92
198.412644423132,93
229.848489622393,94
229.858489622393,95
229.858489622393,96
229.858489622393,97
229.858489622393,98
229.858489622393,99
229.858489622393,100
229.858489622393,101
229.858489622393,102
229.858489622393,103
229.858489622393,104
229.858489622393,105
229.858489622393,106
229.858489622393,107
229.858489622393,108
229.927098525298,109
229.928247837842,110
231.044806982203,111
231.054806982203,112
231.054806982203,113
231.054806982203,114
231.054806982203,115
231.054806982203,116
231.054806982203,117
231.054806982203,118
231.054806982203,119
231.054806982203,120
231.054806982203,121
231.054806982203,122
231.054806982203,123
231.054806982203,124
231.054806982203,125
268.007009706037,126
268.008051406359,127
268.077638714976,128
268.087638714976,129
268.087638714976,130
268.087638714976,131
268.087638714976,132
268.087638714976,133
268.087638714976,134
268.087638714976,135
268.087638714976,136
268.087638714976,137
268.087638714976,138
268.087638714976,139
268.087638714976,140
268.087638714976,141
268.087638714976,142
276.531098900648,143
276.531098900648,144
276.531098900648,145
276.531098900648,146
276.531098900648,147
276.531098900648,148
276.531098900648,149
276.531098900648,150
276.531098900648,151
276.531098900648,152
276.531098900648,153
276.531098900648,154
276.531098900648,155
276.531098900648,156
276.600429539813,157
276.602132078165,158
277.987067005649,159
277.988091353145,160
278.062612067932,161
278.072612067932,162
278.072612067932,163
278.072612067932,164
278.072612067932,165
278.072612067932,166
278.072612067932,167
278.072612067932,168
278.072612067932,169
278.072612067932,170
278.072612067932,171
278.072612067932,172
278.072612067932,173
278.072612067932,174
278.072612067932,175
302.083280575934,176
302.093280575934,177
302.093280575934,178
302.093280575934,179
302.093280575934,180
302.093280575934,181
302.093280575934,182
302.093280575934,183
302.093280575934,184
302.093280575934,185
302.093280575934,186
302.093280575934,187
302.093280575934,188
302.093280575934,189
302.093280575934,190
398.038467353716,191
398.039474013616,192
398.039873673516,193
398.039873673516,194
398.115385376295,195
399.833671567036,196
399.833671567036,197
399.833671567036,198
399.833671567036,199
399.833671567036,200
399.833671567036,201
399.833671567036,202
399.92556916131,203
399.929271968242,204
399.930459775174,205
399.931997590354,206
399.938391220714,207
414.344358087335,208
414.354358087335,209
414.354358087335,210
414.354358087335,211
414.354358087335,212
414.354358087335,213
414.354358087335,214
414.354358087335,215
414.354358087335,216
414.354358087335,217
414.354358087335,218
414.354358087335,219
414.354358087335,220
414.354358087335,221
414.354358087335,222
414.42374518791,223
414.425117919386,224
