X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
33.290063750103,1
48.749272038428,2
73.681945368701,3
92.837593074536,4
98.957526871176,5
100.837921533816,6
102.765410030161,7
104.459293845955,8
115.021896782736,9
137.662079885096,10
139.356732154803,11
147.387279239069,12
185.631098715522,13
187.465348762555,14
202.95675303198,15
230.588695091069,16
232.570768476073,17
260.480501569239,18
270.762028313502,19
272.468920815837,20
301.69829455098,21
398.523498151445,22
399.688035925797,23
415.231905378578,24
