X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
34.530757495325,1
44.729224278326,2
71.369489664332,3
87.221934447772,4
97.167294118758,5
98.363888557964,6
104.801289714898,7
106.071083570072,8
112.575843147384,9
139.826589102324,10
141.24431294104,11
148.238290419801,12
185.18186582902,13
186.729616587602,14
201.311035288524,15
228.050884798065,16
229.71305598028,17
263.063875552332,18
273.71626839768,19
275.619075151707,20
302.231107646809,21
400.680811971888,22
402.374822754433,23
417.401180250327,24
