X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
36.514493035666,1
46.839650167738,2
76.017084244958,3
92.143267810632,4
99.678478789021,5
100.884056744854,6
113.906992002081,7
136.550681445812,8
138.111065437928,9
149.622594734871,10
183.918748036321,11
185.826027242502,12
201.977755479133,13
225.848677177081,14
227.516457480652,15
265.206679062646,16
266.816430084058,17
269.995064833589,18
304.75518818076,19
398.008945984574,20
399.494338647817,21
415.143340604193,22
