X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
33.297241418694,1
43.057003986613,2
71.411595453932,3
92.296676289573,4
99.677230099175,5
101.179737207696,6
114.029278089304,7
135.124860373881,8
136.630140917737,9
148.903137983927,10
180.059254072027,11
181.578642600163,12
201.74205581737,13
226.122769566165,14
227.955420340642,15
261.129953503404,16
268.785934592868,17
270.746838874229,18
304.867858142778,19
395.740242925887,20
397.486872157945,21
413.230085639432,22
