X,frankfurt_urban_n_vehicles.MA[3].udpApp[0]/rcvdPkLifetime:vector
51.537895675501,10.6782
51.698515667085,10.8288
51.726524025225,5.85678
51.729654146961,0.859909
51.732269986012,10.8525
51.733400191032,5.85366
51.79366551108,10.8839
51.798023693684,5.88828
51.799190385968,0.889446
51.830063389331,10.9103
51.848869492922,10.8991
52.026696996025,6.06695
52.074332137642,11.1046
52.079380198498,6.10964
52.098270473256,6.11853
52.103073656115,1.12333
52.133567579464,11.1438
53.762534037615,7.58279
53.926786419421,12.707
53.962014824869,12.7323
53.96952345161,7.72978
54.050584015356,12.8008
54.057459671454,7.80771
54.166728926664,17.697
54.222613318187,12.6229
54.225686716821,17.6159
54.226943408859,12.6172
54.264818885314,17.6451
54.265375946144,17.6056
54.388951771296,17.5392
54.397929698867,12.5482
54.399113927267,17.5094
54.444336956335,17.5346
54.452727100304,17.493
54.456849101379,17.4771
54.498598117793,17.4789
54.525110586875,17.4554
54.525739647703,12.456
54.528435708531,17.4087
54.533373434809,17.4036
54.547374010846,12.4176
54.564865796721,1.27512
54.623320075205,16.3236
54.752245254315,6.4525
54.764961636282,1.46522
54.826106451152,11.5164
54.830810682771,6.52107
54.834636408679,1.52489
54.939207339787,11.6195
54.941956775334,6.62221
54.985194778744,1.66545
55.01246424914,1.68272
55.044244750662,16.7045
55.087781354176,6.74804
55.088965584369,1.74922
55.105005507716,16.7553
55.121664259708,11.7719
55.146060722303,16.7863
55.147985817377,11.7882
55.200553183061,6.84081
55.203836510121,1.84409
55.218421759309,11.8487
55.388078083347,2.01833
55.505583929758,12.1258
55.506669157892,7.12692
55.704661096318,17.3049
55.829480206545,2.42974
56.039186777487,7.62944
56.078262917161,17.6585
56.088899065201,12.6692
56.414539557796,7.99479
56.505909431593,3.08616
56.536270178907,18.1065
56.728091523799,13.2983
56.825821036165,3.38608
57.128615859072,3.48887
59.062700365429,19.053
59.102165395692,19.0824
59.119584239397,19.0698
59.418482220448,3.10874
59.442301455442,14.1126
59.447307954141,19.0476
59.827139353094,14.1474
59.829029578136,19.1393
60.02305639126,3.16331
60.048548472778,3.1788
60.053482758638,3.17374
60.057660134072,3.16792
60.09600504237,2.89626
60.102439713353,2.89269
60.419894271414,1.79015
60.423001854626,1.78326
60.424377915452,1.77463
60.586296090269,1.86655
60.848172250715,2.08843
60.890661625821,2.11092
60.979214291789,2.15947
61.043815537426,2.20407
61.131748931014,2.212
61.468642829351,2.3789
61.564613476488,2.40487
61.584954631745,2.38521
61.628002364158,2.40826
61.736244806023,2.4765
61.866775486233,2.54703
61.899560926641,2.47982
61.946822331421,2.50708
61.953149486951,2.5034
61.958589669421,2.49884
61.964321055951,2.48458
61.965526116777,2.47578
62.020941442326,2.5112
62.08245640812,2.56271
62.167164685563,2.62742
62.171146023215,2.6214
62.186921585524,2.62718
62.191423680228,2.61168
62.434994726331,2.75525
62.503787831362,2.79404
62.763589332182,3.00384
62.771741994328,3.002
62.791817476977,3.00207
62.842371542751,3.02263
62.842919603577,3.01317
62.927739027784,3.08799
63.165359792397,3.30562
63.308963496436,3.41922
63.322003193209,3.39226
65.035854871335,4.19611
65.038988168953,4.18924
65.041575494638,4.18183
65.08277398208,4.19303
65.340585507607,4.27084
65.39145757021,4.19171
65.494823261504,4.11508
65.959898005793,3.98015
67.996968132506,2.71722
68.608455203054,2.95871
68.61405435125,2.95431
68.671440176438,2.9717
68.797602577448,3.03786
68.982611167941,3.17287
69.349554506064,3.42981
69.352341344882,3.4226
69.541563510863,3.57182
69.553088234746,3.53334
69.673196909631,2.27345
69.679530092101,2.26979
69.697498855618,2.22775
69.715503928142,2.23576
69.718962634837,2.22922
69.732325322464,2.23258
69.803813609521,2.29407
70.136212667643,2.50647
70.293573240907,2.64383
70.400979198526,2.59123
70.675670886756,2.68593
70.683217281616,2.68347
70.841876450037,2.78213
70.843837510863,2.75409
70.886856423954,2.73711
71.00559328079,2.82585
71.212088389211,2.69234
71.367421752859,2.78768
71.761962389211,2.78222
71.937799875475,2.94806
71.943473723015,2.92373
72.116124104269,2.84638
72.117618165095,2.83787
72.131712606039,2.83197
72.155540746299,2.8358
72.185963061841,2.83622
72.224316682536,2.79457
72.340675389211,2.83093
72.413995771028,2.76425
72.443241053967,2.6335
72.556045042194,2.7163
72.559248285514,2.6895
72.608181884871,2.49844
72.620216389211,2.50047
72.620818450037,2.45107
72.826269868384,2.62653
72.827592093386,2.61785
73.094488754161,2.71474
73.096880446179,2.70714
73.23496512154,2.68522
73.451926073919,2.85218
73.452573134745,2.84283
73.456514324633,2.81677
73.612346801557,2.8826
73.661362539298,2.89162
73.77571566542,2.99597
73.847937271003,2.98819
73.86696828968,2.94722
73.880324389211,2.95058
73.971497450037,2.99175
74.028342941901,3.0086
74.136662805987,2.97692
74.139055901058,2.96931
74.265554045177,2.96581
74.270864389211,2.91112
74.276285229821,2.89654
74.279028290647,2.88928
74.344114233702,2.93437
74.677667007913,2.84792
74.926480827456,3.04674
75.137759894666,3.07802
75.318146108434,3.2084
75.401491583114,3.21175
75.455615620543,3.23587
75.493242209968,3.2235
75.724841699877,3.2251
75.873349409419,3.3636
75.876354470245,3.35661
76.085710138125,3.12597
76.08882386402,3.11908
76.090863556038,3.11112
76.272132732232,3.09239
76.273445936285,3.0837
76.390117389211,3.13037
76.441063733324,3.06132
76.505729009141,3.08598
76.578146316811,3.1484
76.60582064387,3.16608
76.618342477909,3.1386
76.622489810287,3.11275
76.633157681029,3.11341
76.710675389211,3.17093
76.742330476976,3.09259
76.864152787596,2.92441
77.04659005441,2.79685
77.106043263817,2.8463
77.122860593263,2.81312
77.358243602628,2.8985
77.694715968751,2.96497
77.695264029577,2.91552
77.877758087797,3.00801
77.992975119034,3.07323
77.995086845297,3.00534
78.277047033385,3.1973
78.304920472101,3.21518
78.311486287353,3.21174
78.350900186124,3.23116
78.352060411126,3.21232
78.42759555818,3.09785
78.433749100713,3.054
78.472794683554,3.07305
78.475528805206,3.06578
78.478020926858,3.05828
78.487415966576,3.05767
78.649516231923,3.04977
78.653166482516,3.02342
78.769913368802,3.13017
78.774701551272,3.12496
79.325068874108,3.57532
79.609325312626,3.82958
79.647528823795,3.79778
79.684541572883,3.8048
79.737081891398,3.82734
81.136649311238,3.6669
81.138088372064,3.64834
81.13867243289,3.63893
81.142458554542,3.62271
81.145918615368,3.61617
81.159796343185,3.62005
81.323887820134,3.24414
81.44949727702,3.33975
81.565323516362,3.24558
81.578056002548,3.24831
81.611361452559,3.11162
81.812829978418,3.16309
81.817788187836,3.14804
81.819883377724,3.12014
81.82118743855,3.07144
82.065069979069,3.15533
82.07613255321,3.10639
82.096453562997,3.09671
82.47082065648,3.22108
82.473371717306,3.21363
82.559284250284,3.26954
82.609603020805,3.29986
82.613985081631,3.29424
82.617295271519,3.28755
82.712860952319,3.24312
82.719184156372,3.22944
82.793611653349,3.03387
82.822883316591,3.00314
82.828318506479,2.99857
82.828965567305,2.94922
82.838348993551,2.9086
82.88767968738,2.92793
82.958904615995,2.95916
83.088498403927,1.87875
83.122685917765,1.90294
83.156634728059,1.82689
83.157173788885,1.78743
83.187678043622,1.80793
83.216252390218,1.82651
83.218429580106,1.80868
83.347202071267,1.90746
83.351427219859,1.89168
83.363033085679,1.89329
83.45393520545,1.95419
83.627817801953,2.04807
83.670195739441,2.08045
83.681843796211,2.0821
83.842497941483,2.13275
84.102437099731,2.30269
84.103759160557,2.29401
84.250574061365,2.39083
84.285261037562,2.39552
84.291674431503,2.39193
84.301902769983,2.39216
84.303539830809,2.3838
84.880157963247,2.82041
84.95879194333,2.84905
84.960881004156,2.84114
84.997199853085,2.85746
85.195562389211,2.90582
85.215699436017,2.91595
85.224813675039,2.91507
85.226973735865,2.82723
85.280063389211,2.83032
85.284327537803,2.82458
85.291975228551,2.82223
85.334333163702,2.85459
85.344803641571,2.85506
85.350839462651,2.80109
85.353771611243,2.78403
85.366329103812,2.78658
85.371729924892,2.76199
85.713707518273,2.89396
85.714498579099,2.88475
85.758918770976,2.91917
85.77480134673,2.92506
85.775565407556,2.91582
85.831174085506,2.89143
85.833000207158,2.83326
85.915026807471,2.88528
86.121785522755,2.89204
86.139906001395,2.90016
86.141129209021,2.87138
86.296751790732,2.78701
86.328421969162,2.80868
86.463750236726,2.84401
86.561354178122,2.91161
86.646725774614,2.98698
86.64739983544,2.91766
86.733063593264,2.91332
90.598335564833,3.29859
90.647360656119,3.32762
90.698485171532,3.34874
90.940422693431,3.41068
91.053993565952,3.50425
91.063694282874,3.48395
91.264294358249,3.22455
91.303668297356,3.25392
91.438615289258,2.97887
91.508966890012,2.90922
91.548833430601,2.89909
91.652942304725,2.9032
91.654300365551,2.88456
91.786158653197,2.80641
91.848589122929,2.84884
91.894376426944,2.86463
91.912833791455,2.86309
92.218608842215,2.97886
92.266424302346,2.92668
92.266990363172,2.91725
92.284706810753,2.91496
92.293026859115,2.90328
92.328946758478,2.9292
92.510894518273,3.09115
92.519648126185,3.0899
92.65677763859,3.19703
92.757550897653,3.22781
92.853685839655,3.24394
92.861465702916,3.24172
93.056657799774,3.38691
93.070975450037,3.37123
93.076109020705,3.36636
93.076693081531,3.35695
93.09345515286,3.32371
93.095352384478,3.31561
93.101723591633,3.31198
93.112084875281,3.31234
93.306793979564,3.47705
93.310357855702,3.47061
93.331252696833,3.48151
93.334791507247,3.47505
93.42067938921,3.52093
93.496552558068,3.56681
93.502603379034,3.56286
93.508084643495,3.53834
93.509343704321,3.5296
93.599176806197,2.88943
93.601900645015,2.88216
93.634934022847,2.84519
93.808398964773,2.94865
93.811950656791,2.94221
93.835981654569,2.79624
94.031837936071,2.86209
94.163896824467,2.89415
94.165200885293,2.83546
94.166846946119,2.7571
94.168493006945,2.69875
94.170053128597,2.69031
94.188102502735,2.64836
94.327106942005,2.71736
94.45049510466,2.73075
94.473900246791,2.72416
94.538665548665,2.76892
94.541446301509,2.7617
94.58353495642,2.79379
94.587603199724,2.67786
94.683716656166,2.69397
94.726422518522,2.72668
94.762875844849,2.68313
94.764593939553,2.67485
94.779296743269,2.63955
94.807881701887,2.65814
94.810936389211,2.65119
94.84434054314,2.6646
94.864783911602,2.64504
94.913761552151,2.68402
94.920962970065,2.65122
94.923167177691,2.64342
94.958128531101,2.59838
95.057322629556,2.58758
95.060410583958,2.57067
95.091664973341,2.59192
95.144128968594,2.60438
95.240652518081,2.59091
95.338998443258,2.63925
95.38166401926,2.60192
95.430413216829,2.63067
95.43482612972,2.62508
95.437920474994,2.61818
95.46126545344,2.63152
95.468574228034,2.61883
95.502554220671,2.64281
95.518232314597,2.64849
95.519330530067,2.58959
95.5225163144,2.58277
95.693601124816,2.53386
96.197316851613,2.88757
96.220845790104,2.8911
96.364891484859,3.00515
96.408585983311,3.02884
96.469127846701,2.99938
96.475226455031,2.98548
96.538452027321,2.99871
96.540495081325,2.99075
96.577416954414,3.01767
96.578279954414,2.99854
96.823196993532,3.21345
97.13928568682,3.15954
97.577412031752,3.18767
98.099829964173,3.53009
98.106812606613,3.50707
98.122248289817,3.4725
98.292428822999,3.43268
