X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
32.74206461562,1
47.751480652846,2
48.251480652846,3
48.751480652846,4
49.251480652846,5
49.751480652846,6
50.251480652846,7
50.751480652846,8
51.251480652846,9
51.751480652846,10
52.251480652846,11
52.751480652846,12
53.251480652846,13
53.751480652846,14
54.251480652846,15
54.751480652846,16
55.251480652846,17
55.751480652846,18
56.251480652846,19
56.751480652846,20
57.251480652846,21
57.751480652846,22
58.251480652846,23
58.751480652846,24
59.251480652846,25
59.751480652846,26
60.251480652846,27
60.751480652846,28
61.251480652846,29
61.751480652846,30
62.251480652846,31
62.751480652846,32
63.251480652846,33
63.751480652846,34
64.251480652846,35
64.751480652846,36
65.251480652846,37
65.751480652846,38
66.251480652846,39
66.751480652846,40
67.251480652846,41
67.751480652846,42
68.251480652846,43
68.751480652846,44
69.251480652846,45
69.751480652846,46
70.251480652846,47
70.751480652846,48
71.251480652846,49
71.590298668423,50
72.090298668423,51
72.590298668423,52
73.090298668423,53
73.590298668423,54
74.090298668423,55
74.590298668423,56
75.090298668423,57
75.590298668423,58
76.090298668423,59
76.590298668423,60
77.090298668423,61
77.590298668423,62
78.090298668423,63
78.590298668423,64
79.090298668423,65
79.590298668423,66
80.090298668423,67
80.590298668423,68
81.090298668423,69
81.590298668423,70
82.090298668423,71
82.590298668423,72
83.090298668423,73
83.590298668423,74
84.090298668423,75
84.590298668423,76
85.090298668423,77
85.590298668423,78
86.090298668423,79
86.590298668423,80
87.090298668423,81
87.590298668423,82
88.090298668423,83
88.237790068082,84
88.737790068082,85
89.237790068082,86
89.737790068082,87
90.237790068082,88
90.737790068082,89
91.237790068082,90
91.737790068082,91
92.237790068082,92
92.737790068082,93
93.237790068082,94
93.737790068082,95
94.237790068082,96
94.737790068082,97
95.237790068082,98
95.737790068082,99
96.237790068082,100
96.737790068082,101
97.237790068082,102
97.737790068082,103
98.237790068082,104
98.737790068082,105
99.237790068082,106
99.737790068082,107
100.237790068082,108
100.737790068082,109
101.237790068082,110
101.369065643522,111
