X,frankfurt_urban_multi_radio.MA[0].udpApp[0]/endToEndDelay:vector
30.236025071959,0.0355671
30.24660538557,0.0361474
30.256025071959,0.0355671
30.266025071959,0.0355671
30.276025071959,0.0355671
30.286025071959,0.0355671
30.296025071959,0.0355671
30.306025085712,0.0355671
30.316025085712,0.0355671
30.326025085712,0.0355671
30.336597085712,0.0361391
30.346025085712,0.0355671
30.356025085712,0.0355671
30.366025085712,0.0355671
30.377601085712,0.0371431
30.386025085712,0.0355671
30.396025085712,0.0355671
30.406025099511,0.0355671
30.416597099511,0.0361391
30.426025099511,0.0355671
30.436025099511,0.0355671
30.446786099511,0.0363281
30.457011099511,0.0365531
30.466025099511,0.0355671
30.476413080813,0.0359551
30.486025099511,0.0355671
30.496025099511,0.0355671
30.506025113329,0.0355671
30.516025113329,0.0355671
30.526025113329,0.0355671
30.536025113329,0.0355671
30.546025113329,0.0355671
30.556025113329,0.0355671
30.566025113329,0.0355671
30.576025113329,0.0355671
30.586025113329,0.0355671
30.596025113329,0.0355671
30.60602512718,0.0355672
30.61678612718,0.0363282
30.62602512718,0.0355672
30.63602512718,0.0355672
30.64602512718,0.0355672
30.65602512718,0.0355672
30.66602512718,0.0355672
30.67602512718,0.0355672
30.68602512718,0.0355672
30.69602512718,0.0355672
30.706025141062,0.0355672
30.716025141062,0.0355672
30.726957141062,0.0364992
30.736025141062,0.0355672
30.746025141062,0.0355672
30.756025141062,0.0355672
30.766025141062,0.0355672
30.776025141062,0.0355672
30.786025141062,0.0355672
30.796025141062,0.0355672
30.806025154984,0.0355672
30.816025154984,0.0355672
30.826025154984,0.0355672
30.836025154984,0.0355672
30.846025154984,0.0355672
30.856025154984,0.0355672
30.866768154984,0.0363102
30.876025154984,0.0355672
30.886025154984,0.0355672
30.896025154984,0.0355672
30.906025168923,0.0355672
30.916025168923,0.0355672
30.926696168923,0.0362382
30.936025168923,0.0355672
30.946025168923,0.0355672
30.956025168923,0.0355672
30.966025168923,0.0355672
30.976025168923,0.0355672
30.986025168923,0.0355672
30.996025168923,0.0355672
31.006025183045,0.0355672
31.016687183045,0.0362292
31.026867183045,0.0364092
31.038600183045,0.0381422
31.046025183045,0.0355672
31.056025183045,0.0355672
31.066025183045,0.0355672
31.076025183045,0.0355672
31.088105183045,0.0376472
31.096025183045,0.0355672
31.10602519741,0.0355672
31.11687619741,0.0364182
31.12696619741,0.0365082
31.13602519741,0.0355672
31.14602519741,0.0355672
31.15681319741,0.0363552
31.16602519741,0.0355672
31.17602519741,0.0355672
31.18602519741,0.0355672
31.19602519741,0.0355672
31.206025211893,0.0355672
31.216025211893,0.0355672
31.226025211893,0.0355672
31.236025211893,0.0355672
31.246025211893,0.0355672
31.256696211893,0.0362382
31.266804211893,0.0363462
31.276025211893,0.0355672
31.286025211893,0.0355672
31.296669211893,0.0362112
31.306025226087,0.0355673
31.316025226087,0.0355673
31.326025226087,0.0355673
31.336822226087,0.0363643
31.346025226087,0.0355673
31.356025226087,0.0355673
31.36736307526,0.0369051
31.376025226087,0.0355673
31.386025226087,0.0355673
31.396025226087,0.0355673
31.406025239902,0.0355673
31.416921239902,0.0364633
31.426025239902,0.0355673
31.436025239902,0.0355673
31.446025239902,0.0355673
31.456025239902,0.0355673
31.466025239902,0.0355673
31.476025239902,0.0355673
31.486025239902,0.0355673
31.496993239902,0.0365353
31.506660253562,0.0362023
31.516025253562,0.0355673
31.526025253562,0.0355673
31.536025253562,0.0355673
31.546025253562,0.0355673
31.556025253562,0.0355673
31.566606253562,0.0361483
31.576025253562,0.0355673
31.586723253562,0.0362653
31.596025253562,0.0355673
31.606025267101,0.0355673
31.616025267101,0.0355673
31.626025267101,0.0355673
31.636025267101,0.0355673
31.646025267101,0.0355673
31.656025267101,0.0355673
31.666025267101,0.0355673
31.676025267101,0.0355673
31.686025267101,0.0355673
31.696025267101,0.0355673
31.70602528052,0.0355673
31.71602528052,0.0355673
31.72602528052,0.0355673
31.73602528052,0.0355673
31.74695728052,0.0364993
31.75752028052,0.0370623
31.76602528052,0.0355673
31.77602528052,0.0355673
31.78602528052,0.0355673
31.79721428052,0.0367563
31.807327057841,0.0368691
31.816804293815,0.0363463
31.826025293815,0.0355673
31.836025293815,0.0355673
31.846025293815,0.0355673
31.856025293815,0.0355673
31.866975293815,0.0365173
31.876993293815,0.0365353
31.886025293815,0.0355673
31.896025293815,0.0355673
31.907628306987,0.0371703
31.916867306987,0.0364093
31.926696306987,0.0362383
31.936025306987,0.0355673
31.946025306987,0.0355673
31.957664306987,0.0372063
31.966025306987,0.0355673
31.976025306987,0.0355673
31.986025306987,0.0355673
31.996025306987,0.0355673
32.006025320034,0.0355673
32.017110320034,0.0366523
32.028159320034,0.0377013
32.036025320034,0.0355673
32.046813320034,0.0363553
32.056025320034,0.0355673
32.066025320034,0.0355673
32.077137320034,0.0366793
32.086025320034,0.0355673
32.096705320034,0.0362473
32.106025332954,0.0355674
32.116025332954,0.0355674
32.126025332954,0.0355674
32.136876332954,0.0364184
32.146025332954,0.0355674
32.156615332954,0.0361574
32.166025332954,0.0355674
32.184667332954,0.0442094
32.186813332954,0.0363554
32.196025332954,0.0355674
32.206025345747,0.0355674
32.216025345747,0.0355674
32.226025345747,0.0355674
32.236651345747,0.0361934
32.247880345747,0.0374224
32.256125062791,0.0356671
32.266025345747,0.0355674
32.276671063365,0.0362131
32.286025345747,0.0355674
32.296025345747,0.0355674
32.306025358411,0.0355674
32.317137358411,0.0366794
32.326025358411,0.0355674
32.336025358411,0.0355674
32.346025358411,0.0355674
32.363227358411,0.0427694
32.368348358411,0.0378904
32.376025358411,0.0355674
32.386025358411,0.0355674
32.396025358411,0.0355674
32.406025370947,0.0355674
32.416705370947,0.0362474
32.426025370947,0.0355674
32.439730370947,0.0392724
32.446025370947,0.0355674
32.456025370947,0.0355674
32.466025370947,0.0355674
32.476939370947,0.0364814
32.486025370947,0.0355674
32.496606370947,0.0361484
32.507430383352,0.0369724
32.518537383352,0.0380794
32.526723383352,0.0362654
32.536025383352,0.0355674
32.546025383352,0.0355674
32.556025383352,0.0355674
32.566025383352,0.0355674
32.576993383352,0.0365354
32.586993383352,0.0365354
32.596025383352,0.0355674
32.623551395625,0.0530934
32.628115793259,0.0476578
32.628830190893,0.0383722
32.636025395625,0.0355674
32.646025395625,0.0355674
32.656705395625,0.0362474
32.669937395625,0.0394794
32.676025395625,0.0355674
32.686025395625,0.0355674
32.696025395625,0.0355674
32.706903407768,0.0364454
32.716025407768,0.0355674
32.726025407768,0.0355674
32.740396407768,0.0399384
32.746025407768,0.0355674
32.756025407768,0.0355674
32.766025407768,0.0355674
32.776025407768,0.0355674
32.786025407768,0.0355674
32.799568407768,0.0391104
32.806025419777,0.0355674
32.817934419777,0.0374764
32.826025419777,0.0355674
32.836025419777,0.0355674
32.849865419777,0.0394074
32.856669419777,0.0362114
32.866025419777,0.0355674
32.877038419777,0.0365804
32.886025419777,0.0355674
32.899442419777,0.0389844
32.906025431653,0.0355675
32.916025431653,0.0355675
32.926894431653,0.0364365
32.942067287914,0.0416093
32.955567431653,0.0451095
32.956326901343,0.0358689
32.966025431653,0.0355675
32.977961431653,0.0375035
32.986885431653,0.0364275
32.996025431653,0.0355675
33.007101443396,0.0366435
33.016025443396,0.0355675
33.026025443396,0.0355675
33.036025443396,0.0355675
33.046025443396,0.0355675
33.056025443396,0.0355675
33.066606443396,0.0361485
33.078303443396,0.0378455
33.086025443396,0.0355675
33.096025443396,0.0355675
33.10602545504,0.0355675
33.11602545504,0.0355675
33.12708345504,0.0366255
33.139552037972,0.0390941
33.14602545504,0.0355675
33.15602545504,0.0355675
33.16602545504,0.0355675
33.17702945504,0.0365715
33.18602545504,0.0355675
33.19687645504,0.0364185
33.20602546657,0.0355675
33.21602546657,0.0355675
33.22602546657,0.0355675
33.23985646657,0.0393985
33.24602546657,0.0355675
33.25602546657,0.0355675
33.26602546657,0.0355675
33.27670546657,0.0362475
33.289446006094,0.038988
33.29833046657,0.0378725
33.306025477963,0.0355675
33.316025477963,0.0355675
33.328146477963,0.0376885
33.336025477963,0.0355675
33.352228477963,0.0417705
33.360567477963,0.0401095
33.368488477963,0.0380305
33.376025477963,0.0355675
33.387101477963,0.0366435
33.397871477963,0.0374135
33.407029489218,0.0365715
33.416731163858,0.0362732
33.426025489218,0.0355675
33.437074489218,0.0366165
33.447907489218,0.0374495
33.461103489218,0.0406455
33.466822489218,0.0363645
33.476025489218,0.0355675
33.486025489218,0.0355675
33.496025489218,0.0355675
33.506025500334,0.0355675
33.516025500334,0.0355675
33.526025500334,0.0355675
33.537484500334,0.0370265
33.548330500334,0.0378725
33.560455500334,0.0399975
33.566025500334,0.0355675
33.592007500334,0.0515495
33.595662107386,0.0452041
33.596867714438,0.0364097
33.606025511311,0.0355675
33.616025511311,0.0355675
33.626025511311,0.0355675
33.636025511311,0.0355675
33.646025511311,0.0355675
33.657556511311,0.0370985
33.666966511311,0.0365085
33.676025511311,0.0355675
33.686025511311,0.0355675
33.697056511311,0.0365985
33.70602552215,0.0355675
33.72419052215,0.0437325
33.72602552215,0.0355675
33.736503383537,0.0360454
33.74684952215,0.0363915
33.75687652215,0.0364185
33.77142752215,0.0409695
33.77690352215,0.0364455
33.78711952215,0.0366615
33.79602552215,0.0355675
33.806025532848,0.0355676
33.817038532848,0.0365806
33.826513663782,0.0360557
33.838024532848,0.0375666
33.846696532848,0.0362386
33.856957532848,0.0364996
33.866025532848,0.0355676
33.877844532848,0.0373866
33.887218401259,0.0367604
33.897916532848,0.0374586
33.908402543407,0.0379446
33.918767543407,0.0383096
33.926025543407,0.0355676
33.939285543407,0.0388276
33.946025543407,0.0355676
33.956025543407,0.0355676
33.966025543407,0.0355676
33.977002543407,0.0365446
33.988267543407,0.0378096
33.996687543407,0.0362296
34.006025553825,0.0355676
34.024109553825,0.0436516
34.026867553825,0.0364096
34.036025553825,0.0355676
34.047763553825,0.0373056
34.056025553825,0.0355676
34.068146553825,0.0376886
34.094433553825,0.0539756
34.094978553825,0.0445206
34.096252267859,0.0357943
34.106025564103,0.0355676
34.116025564103,0.0355676
34.128015564103,0.0375576
34.141931564103,0.0414736
34.146025564103,0.0355676
34.156606564103,0.0361486
34.180846564103,0.0503886
34.184978564103,0.0445206
34.186025564103,0.0355676
34.197691564103,0.0372336
34.20602557424,0.0355676
34.21602557424,0.0355676
34.22602557424,0.0355676
34.23602557424,0.0355676
34.24602557424,0.0355676
34.25602557424,0.0355676
34.26684057424,0.0363826
34.27707457424,0.0366166
34.28788957424,0.0374316
34.301521584235,0.0410636
34.306025584235,0.0355676
34.317610584235,0.0371526
34.326025584235,0.0355676
34.336678584235,0.0362206
34.346025584235,0.0355676
34.356858584235,0.0364006
34.390625584235,0.0601676
34.392587359089,0.0521294
34.396170133943,0.0457122
34.396929908797,0.0364719
34.407228153021,0.0367702
34.416687594089,0.0362296
34.427628594089,0.0371706
34.436025594089,0.0355676
34.446786594089,0.0363286
34.456588594089,0.0361306
34.476031594089,0.0455736
34.476566388651,0.0361084
34.486025594089,0.0355676
34.498105594089,0.0376476
34.508312603801,0.0378546
34.516025603801,0.0355676
34.526876603801,0.0364186
34.544352603801,0.0438946
34.546575417787,0.0361174
34.572084603801,0.0516266
34.573376417787,0.0429184
34.576669603801,0.0362116
34.595347417787,0.0448894
34.596679231773,0.0362213
34.606759613371,0.0363016
34.616025613371,0.0355676
34.638322613371,0.0478646
34.641261446497,0.0408035
34.646025613371,0.0355676
34.658177613371,0.0377196
34.668069613371,0.0376116
34.678087613371,0.0376296
34.688168613371,0.0377106
34.705919474781,0.0454615
34.708768326763,0.0383104
34.716378621604,0.0359206
34.727047622799,0.0365896
34.736025622799,0.0355676
34.746705622799,0.0362476
34.756025622799,0.0355676
34.768645622799,0.0381876
34.782275622799,0.0418176
34.786025622799,0.0355676
34.796025622799,0.0355676
34.806025632084,0.0355677
34.817020632084,0.0365627
34.848449632084,0.0479917
34.849056502636,0.0385985
34.856025632084,0.0355677
34.866025632084,0.0355677
34.880171632084,0.0397137
34.886025632084,0.0355677
34.897277632084,0.0368197
34.906025641227,0.0355677
34.919870641227,0.0394127
34.926615641227,0.0361577
34.936840641227,0.0363827
34.946025641227,0.0355677
34.956025641227,0.0355677
34.972840641227,0.0423827
34.980009641227,0.0395517
34.986903641227,0.0364457
35.004672557065,0.0442146
35.013398650227,0.0429407
35.016025650227,0.0355677
35.028911650227,0.0384537
35.039145650227,0.0386877
35.048672650227,0.0382147
35.056025650227,0.0355677
35.067065650227,0.0366077
35.076840650227,0.0363827
35.086025650227,0.0355677
35.098024650227,0.0375667
35.109631659083,0.0391737
35.116929444246,0.0364715
35.135892659083,0.0454347
35.138449583633,0.0379916
35.146025659083,0.0355677
35.157466659083,0.0370087
35.174681659083,0.0442237
35.180632659083,0.0401747
35.189649659083,0.0391917
35.198161583633,0.0377036
35.219468592346,0.0490106
35.220273534322,0.0398156
35.226025667796,0.0355677
35.266623667796,0.0561657
35.271993609772,0.0515356
35.273388551748,0.0429306
35.276777667796,0.0363197
35.286984667796,0.0365267
35.297056667796,0.0365987
35.306025676365,0.0355677
35.316025676365,0.0355677
35.326025676365,0.0355677
35.338232646301,0.0377747
35.346025676365,0.0355677
35.356025676365,0.0355677
35.367925676365,0.0374677
35.378497676365,0.0380397
35.387065676365,0.0366077
35.399919676365,0.0394617
35.420191684791,0.0497337
35.420915660757,0.0404577
35.440743684791,0.0502857
35.443727660757,0.0432697
35.447047684791,0.0365897
35.456025684791,0.0355677
35.466025684791,0.0355677
35.478479684791,0.0380217
35.499051684791,0.0485937
35.499739660757,0.0392817
35.506876693073,0.0364187
35.522129693073,0.0416717
35.526025693073,0.0355677
35.536025693073,0.0355677
35.547934693073,0.0374767
35.556025693073,0.0355677
35.569190693073,0.0387327
35.576768693073,0.0363107
35.595937693073,0.0454797
35.598435685603,0.0379777
35.623675702544,0.0532177
35.642677711348,0.0522197
35.663134720152,0.0626767
35.666915728956,0.0564578
35.66891473776,0.0484568
35.670435746564,0.0399778
35.67679570121,0.0363377
35.727651709204,0.0571937
35.732522733996,0.0520648
35.733327758788,0.0428698
35.768404758788,0.0579468
35.77413078358,0.0536728
35.774782808372,0.0443248
35.776795709204,0.0363377
35.786025709204,0.0355677
35.800149709204,0.0396917
35.810081716799,0.0396237
35.817889716799,0.0374317
35.826984716799,0.0365267
35.836025716799,0.0355677
35.858317716799,0.0478597
35.859122756781,0.0386648
35.885103716799,0.0446457
35.886831716799,0.0363737
35.935102724005,0.0546447
35.951035778399,0.0605778
35.967345832793,0.0668879
35.983541887187,0.0630839
35.986372941581,0.055915
35.989113995975,0.048656
35.990932050369,0.0404741
35.998375724005,0.0379177
36.006849730681,0.0363918
36.024811730681,0.0443538
36.026864798427,0.0364068
36.036570730681,0.0361128
36.068120880172,0.0476629
36.073549947918,0.043092
36.076025730681,0.0355678
36.086025730681,0.0355678
36.100720737071,0.0402628
36.109091737071,0.0386338
36.116025737071,0.0355678
36.126993737071,0.0365358
36.157583737071,0.0571258
36.190920817597,0.0704628
36.192576898123,0.0621189
36.199761978649,0.059304
36.201490065517,0.0510321
36.214304158727,0.0538462
36.215636251937,0.0451783
36.218683345147,0.0382254
36.228564743413,0.0381068
36.247579743413,0.0471218
36.258507836623,0.0480499
36.267342929833,0.046885
36.271183023043,0.040725
36.304498750563,0.0540408
36.306749858073,0.0462919
36.340478965583,0.060021
36.341919073093,0.0514611
36.374299180603,0.0638412
36.379871288113,0.0594133
36.382576395623,0.0521184
36.407392510366,0.0569345
36.408891632342,0.0484337
36.432353632342,0.0618957
36.435837754318,0.0553798
36.437529876294,0.0470719
36.43891599827,0.038458
36.446588757796,0.0361308
36.456984757796,0.0365268
36.470464757796,0.0400068
36.476741757796,0.0362838
36.50173576502,0.0512778
36.503202901444,0.0427449
36.50997876502,0.0395208
36.51602576502,0.0355678
36.52602576502,0.0355678
36.53682276502,0.0363648
36.55313776502,0.0426798
36.58344976502,0.0529918
36.584907901444,0.0444499
36.59745976502,0.0370018
36.674004772228,0.0635468
36.680823923068,0.0603659
36.686063073908,0.0556051
36.691658224748,0.0512002
36.725769382802,0.0653114
36.72879954807,0.0583416
36.730446713338,0.0499887
36.731062878606,0.0406049
36.736025779442,0.0355678
36.746025779442,0.0355678
36.760851779442,0.0403938
36.766705779442,0.0362478
36.787993779442,0.0475358
36.79068994471,0.040232
36.800833786677,0.0403758
36.810009786677,0.0395518
36.876034786677,0.0755768
36.876614966415,0.066157
36.890937146153,0.0704792
36.938926333129,0.0884684
36.980098527343,0.109641
36.980822721557,0.100365
37.01062192298,0.100164
37.011972131612,0.0915142
37.030893340244,0.100435
37.035989340244,0.0955314
37.049938548876,0.0994806
37.117560764755,0.127103
37.148924764755,0.138467
37.155050987881,0.134593
37.159867211007,0.129409
37.168217434133,0.127759
37.175603657259,0.125146
37.229059664489,0.158602
37.251162664489,0.170705
37.253243664489,0.162786
37.277749139661,0.177291
37.279504377247,0.169046
37.303719622046,0.173262
37.337927874058,0.17747
37.34472112607,0.174263
37.347345378082,0.166887
37.350523630094,0.160066
37.366655882106,0.156198
37.376176134118,0.155718
37.38879638613,0.158338
37.442294645377,0.181837
37.471030911859,0.180573
37.475055178341,0.174597
