X,frankfurt_urban_multi_radio.MA[0].idLayer/sequenceUpdateCa:vector
34.36090614699,1
43.976910056124,2
44.476910056124,3
44.976910056124,4
45.476910056124,5
45.976910056124,6
46.476910056124,7
46.976910056124,8
47.476910056124,9
47.976910056124,10
48.476910056124,11
48.976910056124,12
49.476910056124,13
49.976910056124,14
50.476910056124,15
50.976910056124,16
51.476910056124,17
51.976910056124,18
52.476910056124,19
52.976910056124,20
53.476910056124,21
53.976910056124,22
54.476910056124,23
54.976910056124,24
55.476910056124,25
55.976910056124,26
56.476910056124,27
56.976910056124,28
57.476910056124,29
57.976910056124,30
58.476910056124,31
58.976910056124,32
59.476910056124,33
59.976910056124,34
60.476910056124,35
60.976910056124,36
61.476910056124,37
61.976910056124,38
62.476910056124,39
62.976910056124,40
63.476910056124,41
63.976910056124,42
64.476910056124,43
64.976910056124,44
65.476910056124,45
65.976910056124,46
66.361378000282,47
66.861378000282,48
67.361378000282,49
67.861378000282,50
68.361378000282,51
68.861378000282,52
69.361378000282,53
69.861378000282,54
70.361378000282,55
70.861378000282,56
71.275678791027,57
71.775678791027,58
72.275678791027,59
72.775678791027,60
93.80090009994,61
94.30090009994,62
94.80090009994,63
95.30090009994,64
95.80090009994,65
96.30090009994,66
96.80090009994,67
97.30090009994,68
97.80090009994,69
98.30090009994,70
98.80090009994,71
99.30090009994,72
99.80090009994,73
100.30090009994,74
100.80090009994,75
101.30090009994,76
101.414384437114,77
101.914384437114,78
102.414384437114,79
102.458353959489,80
114.095188911402,81
139.203336984492,82
140.216471267568,83
140.716471267568,84
141.216471267568,85
149.243516956585,86
149.743516956585,87
150.243516956585,88
150.743516956585,89
151.243516956585,90
151.743516956585,91
152.243516956585,92
152.743516956585,93
153.243516956585,94
153.743516956585,95
154.243516956585,96
154.743516956585,97
155.243516956585,98
155.743516956585,99
156.243516956585,100
156.743516956585,101
157.243516956585,102
157.743516956585,103
158.243516956585,104
158.743516956585,105
159.243516956585,106
159.743516956585,107
160.243516956585,108
160.743516956585,109
161.243516956585,110
161.743516956585,111
162.243516956585,112
162.743516956585,113
163.243516956585,114
163.743516956585,115
164.243516956585,116
164.743516956585,117
165.243516956585,118
165.743516956585,119
166.243516956585,120
166.743516956585,121
167.243516956585,122
167.743516956585,123
168.243516956585,124
168.743516956585,125
169.243516956585,126
169.743516956585,127
170.243516956585,128
170.743516956585,129
171.243516956585,130
171.743516956585,131
172.243516956585,132
172.743516956585,133
173.243516956585,134
173.743516956585,135
174.243516956585,136
174.743516956585,137
175.243516956585,138
175.743516956585,139
176.243516956585,140
176.743516956585,141
177.243516956585,142
177.743516956585,143
178.243516956585,144
178.743516956585,145
179.243516956585,146
179.520760133255,147
180.020760133255,148
180.520760133255,149
180.555790995211,150
181.055790995211,151
181.555790995211,152
182.055790995211,153
